step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
A,,4,A4,half,20160,2,1,6
A,,4,A4,half,20160,3,1,6
A,,4,A4,half,20160,4,1,6
C,0,5,C5,half,30240,1,2,6
D,,5,D5,quarter,10080,2,2,6
E,,5,E5,half,20160,3,2,6
A,,4,A4,half,20160,1,3,6
C,0,5,C5,half,20160,2,3,6
D,,5,D5,half,20160,3,3,6
E,,5,E5,whole,60480,1,4,6
A,,4,A4,half,20160,1,5,6
A,,4,A4,half,20160,2,5,6
A,,4,A4,half,20160,3,5,6
C,0,5,C5,half,30240,1,6,6
D,,5,D5,quarter,10080,2,6,6
E,,5,E5,half,20160,3,6,6
A,,4,A4,half,20160,1,7,6
C,0,5,C5,half,20160,2,7,6
D,,5,D5,half,20160,3,7,6
E,,5,E5,whole,60480,1,8,6
C,0,5,C5,half,20160,1,9,6
C,1,5,C[1]5,half,20160,2,9,6
C,1,5,C[1]5,half,20160,3,9,6
C,0,5,C5,whole,40320,1,10,6
E,,5,E5,half,20160,2,10,6
F,0,5,F5,whole,40320,1,11,6
E,,5,E5,half,20160,2,11,6
D,,5,D5,whole,40320,1,12,6
C,0,5,C5,half,20160,2,12,6
B,,4,B4,whole,60480,1,13,6
A,,4,A4,whole,60480,1,14,6
