step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,1,6
G,,4,G4,half,20160,3,1,6
G,,4,G4,half,20160,4,1,6
A,,4,A4,whole,40320,1,2,6
B,,4,B4,whole,40320,2,2,6
Rest,,,Rest,whole,40320,3,2,6
C,,5,C5,whole,40320,1,3,6
C,,5,C5,half,20160,2,3,6
C,,5,C5,whole,40320,3,3,6
C,,5,C5,half,20160,4,3,6
C,,5,C5,whole,40320,1,4,6
C,,5,C5,whole,40320,2,4,6
Rest,,,Rest,whole,40320,3,4,6
B,,4,B4,half,30240,1,5,6
A,,4,A4,quarter,10080,2,5,6
B,,4,B4,half,20160,3,5,6
A,,4,A4,whole,40320,4,5,6
G,,4,G4,half,20160,5,5,6
A,,4,A4,breve,80640,1,6,6
Rest,,,Rest,whole,40320,2,6,6
Rest,,,Rest,half,20160,1,7,6
A,,4,A4,half,20160,2,7,6
F,0,4,F4,half,20160,3,7,6
F,1,4,F[1]4,half,20160,4,7,6
Rest,,,Rest,whole,40320,5,7,6
E,,4,E4,whole,40320,1,8,6
E,,4,E4,half,20160,2,8,6
D,,4,D4,half,20160,3,8,6
Rest,,,Rest,whole,40320,4,8,6
D,,4,D4,quarter,10080,1,9,6
C,,4,C4,quarter,10080,2,9,6
D,,4,D4,quarter,10080,3,9,6
E,,4,E4,quarter,10080,4,9,6
F,0,4,F4,half,20160,5,9,6
F,1,4,F[1]4,half,20160,6,9,6
Rest,,,Rest,whole,40320,7,9,6
G,,4,G4,breve,80640,1,10,6
Rest,,,Rest,whole,40320,2,10,6
Rest,,,Rest,whole,40320,1,11,6
B,,4,B4,whole,40320,2,11,6
Rest,,,Rest,whole,40320,3,11,6
C,,5,C5,half,30240,1,12,6
B,,4,B4,quarter,10080,2,12,6
A,,4,A4,half,20160,3,12,6
G,,4,G4,half,20160,4,12,6
Rest,,,Rest,whole,40320,5,12,6
A,,4,A4,whole,40320,1,13,6
G,,4,G4,whole,40320,2,13,6
Rest,,,Rest,whole,40320,3,13,6
Rest,,,Rest,half,20160,1,14,6
Rest,,,Rest,breve,80640,2,14,6
Rest,,,Rest,half,20160,3,14,6
