step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
A,,4,A4,half,20160,2,1,6
D,,5,D5,half,20160,1,2,6
C,,5,C5,quarter,10080,2,2,6
B,-1,4,B[-1]4,half,20160,3,2,6
A,,4,A4,quarter,10080,4,2,6
G,,4,G4,half,20160,1,3,6
A,,4,A4,half,20160,2,3,6
E,,5,E5,half,20160,3,3,6
F,,5,F5,half,20160,1,4,6
F,,5,F5,quarter,10080,2,4,6
E,,5,E5,half,20160,3,4,6
E,,5,E5,quarter,10080,4,4,6
D,,5,D5,whole,40320,1,5,6
A,,4,A4,half,20160,2,5,6
D,,5,D5,half,20160,1,6,6
C,,5,C5,quarter,10080,2,6,6
B,-1,4,B[-1]4,half,20160,3,6,6
A,,4,A4,quarter,10080,4,6,6
G,,4,G4,half,20160,1,7,6
A,,4,A4,half,20160,2,7,6
E,,5,E5,half,20160,3,7,6
F,,5,F5,half,20160,1,8,6
F,,5,F5,quarter,10080,2,8,6
E,,5,E5,half,20160,3,8,6
E,,5,E5,quarter,10080,4,8,6
D,,5,D5,half,20160,1,9,6
Rest,,,Rest,quarter,10080,2,9,6
F,,5,F5,quarter,10080,3,9,6
Rest,,,Rest,half,20160,4,9,6
E,,5,E5,quarter,10080,1,10,6
C,,5,C5,quarter,10080,2,10,6
D,,5,D5,quarter,10080,3,10,6
E,,5,E5,quarter,10080,4,10,6
Rest,,,Rest,half,20160,5,10,6
F,,5,F5,half,30240,1,11,6
C,,5,C5,quarter,10080,2,11,6
Rest,,,Rest,half,20160,3,11,6
D,,5,D5,quarter,10080,1,12,6
C,,5,C5,quarter,10080,2,12,6
D,,5,D5,quarter,10080,3,12,6
B,-1,4,B[-1]4,quarter,10080,4,12,6
Rest,,,Rest,half,20160,5,12,6
A,,4,A4,half,20160,1,13,6
F,,5,F5,half,20160,2,13,6
E,,5,E5,half,20160,3,13,6
G,,5,G5,quarter,10080,2,14,6
F,,5,F5,half,20160,3,14,6
E,,5,E5,quarter,10080,4,14,6
D,,5,D5,half,20160,2,15,6
E,,5,E5,half,20160,3,15,6
A,,4,A4,half,20160,4,15,6
B,-1,4,B[-1]4,half,20160,1,16,6
A,,4,A4,quarter,10080,2,16,6
G,,4,G4,half,20160,3,16,6
G,,4,G4,quarter,10080,4,16,6
A,,4,A4,whole,40320,1,17,6
Rest,,,Rest,half,20160,2,17,6
