step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
A,,4,A4,half,20160,2,1,6
D,,5,D5,half,20160,3,1,6
C,,5,C5,quarter,10080,1,2,6
B,-1,4,B[-1]4,half,20160,2,2,6
A,,4,A4,quarter,10080,3,2,6
G,,4,G4,half,20160,1,3,6
A,,4,A4,half,20160,2,3,6
E,,5,E5,half,20160,1,4,6
F,,5,F5,half,20160,2,4,6
F,,5,F5,quarter,10080,1,5,6
E,,5,E5,half,20160,2,5,6
E,,5,E5,quarter,10080,3,5,6
D,,5,D5,whole,40320,1,6,6
A,,4,A4,half,20160,1,7,6
D,,5,D5,half,20160,2,7,6
C,,5,C5,quarter,10080,1,8,6
B,-1,4,B[-1]4,half,20160,2,8,6
A,,4,A4,quarter,10080,3,8,6
G,,4,G4,half,20160,1,9,6
A,,4,A4,half,20160,2,9,6
E,,5,E5,half,20160,1,10,6
F,,5,F5,half,20160,2,10,6
F,,5,F5,quarter,10080,1,11,6
E,,5,E5,half,20160,2,11,6
E,,5,E5,quarter,10080,3,11,6
D,,5,D5,half,20160,1,12,6
Rest,,,Rest,quarter,10080,2,12,6
F,,5,F5,quarter,10080,3,12,6
E,,5,E5,quarter,10080,1,13,6
C,,5,C5,quarter,10080,2,13,6
D,,5,D5,quarter,10080,3,13,6
E,,5,E5,quarter,10080,4,13,6
F,,5,F5,half,30240,1,14,6
C,,5,C5,quarter,10080,2,14,6
D,,5,D5,quarter,10080,1,15,6
C,,5,C5,quarter,10080,2,15,6
D,,5,D5,quarter,10080,3,15,6
B,-1,4,B[-1]4,quarter,10080,4,15,6
A,,4,A4,whole,40320,1,16,6
F,,5,F5,half,20160,1,17,6
E,,5,E5,half,20160,2,17,6
G,,5,G5,quarter,10080,1,18,6
F,,5,F5,half,20160,2,18,6
E,,5,E5,quarter,10080,3,18,6
D,,5,D5,half,20160,1,19,6
E,,5,E5,half,20160,2,19,6
A,,4,A4,half,20160,1,20,6
B,-1,4,B[-1]4,half,20160,2,20,6
A,,4,A4,quarter,10080,1,21,6
G,,4,G4,half,20160,2,21,6
G,,4,G4,quarter,10080,3,21,6
A,,4,A4,whole,40320,1,22,6
