step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,5,C5,quarter,10080,2,1,6
C,,5,C5,quarter,10080,1,2,6
A,,4,A4,quarter,10080,2,2,6
F,,4,F4,quarter,10080,3,2,6
G,,4,G4,quarter,10080,4,2,6
A,,4,A4,eighth,5040,1,3,6
B,-1,4,B[-1]4,eighth,5040,2,3,6
C,,5,C5,half,20160,3,3,6
A,,4,A4,quarter,10080,4,3,6
B,-1,4,B[-1]4,half,20160,1,4,6
A,,4,A4,half,20160,2,4,6
Rest,,,Rest,quarter,10080,1,5,6
C,,5,C5,quarter,10080,2,5,6
C,,5,C5,half,20160,3,5,6
A,,4,A4,quarter,10080,1,6,6
G,,4,G4,half,20160,2,6,6
F,,4,F4,quarter,10080,3,6,6
B,-1,4,B[-1]4,quarter,10080,1,7,6
G,,4,G4,quarter,10080,2,7,6
C,,5,C5,half,20160,3,7,6
A,,4,A4,half,20160,1,8,6
Rest,,,Rest,quarter,10080,2,8,6
A,,4,A4,quarter,10080,3,8,6
A,,4,A4,eighth,5040,1,9,6
A,,4,A4,eighth,5040,2,9,6
A,,4,A4,eighth,5040,3,9,6
B,-1,4,B[-1]4,eighth,5040,4,9,6
C,,5,C5,quarter,10080,5,9,6
C,,5,C5,quarter,10080,6,9,6
C,,5,C5,quarter,10080,1,10,6
B,-1,4,B[-1]4,eighth,5040,2,10,6
A,,4,A4,eighth,5040,3,10,6
G,,4,G4,half,20160,4,10,6
F,,4,F4,quarter,10080,1,11,6
E,,4,E4,eighth,5040,2,11,6
D,,4,D4,eighth,5040,3,11,6
C,,4,C4,half,20160,4,11,6
Rest,,,Rest,quarter,10080,1,12,6
C,,4,C4,quarter,10080,2,12,6
F,,4,F4,quarter,10080,3,12,6
F,,4,F4,quarter,10080,4,12,6
G,,4,G4,quarter,10080,1,13,6
G,,4,G4,quarter,10080,2,13,6
A,,4,A4,eighth,5040,3,13,6
B,-1,4,B[-1]4,eighth,5040,4,13,6
C,,5,C5,quarter,10080,5,13,6
A,,4,A4,quarter,10080,1,14,6
A,,4,A4,quarter,10080,2,14,6
G,,4,G4,quarter,10080,3,14,6
F,,4,F4,quarter,10080,4,14,6
A,,4,A4,half,20160,1,15,6
G,,4,G4,half,20160,2,15,6
F,,4,F4,whole,40320,1,16,6
