step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,1,6
A,,4,A4,half,20160,1,2,6
A,,4,A4,quarter,10080,2,2,6
A,,4,A4,quarter,10080,3,2,6
A,,4,A4,quarter,10080,4,2,6
A,,4,A4,quarter,10080,5,2,6
B,,4,B4,half,20160,1,3,6
B,,4,B4,half,20160,2,3,6
A,,4,A4,half,20160,3,3,6
G,,4,G4,eighth,5040,1,4,6
F,1,4,F[1]4,eighth,5040,2,4,6
G,,4,G4,eighth,5040,3,4,6
A,,4,A4,eighth,5040,4,4,6
B,,4,B4,quarter,10080,5,4,6
B,,4,B4,quarter,10080,6,4,6
A,,4,A4,quarter,10080,7,4,6
G,,4,G4,quarter,10080,8,4,6
F,1,4,F[1]4,half,20160,1,5,6
Rest,,,Rest,half,20160,2,5,6
G,,4,G4,half,20160,3,5,6
A,,4,A4,half,30240,1,6,6
A,,4,A4,quarter,10080,2,6,6
A,,4,A4,quarter,10080,3,6,6
A,,4,A4,quarter,10080,4,6,6
B,,4,B4,half,20160,1,7,6
B,,4,B4,half,20160,2,7,6
A,,4,A4,half,20160,3,7,6
G,,4,G4,quarter,10080,1,8,6
A,,4,A4,quarter,10080,2,8,6
G,,4,G4,half,20160,3,8,6
F,1,4,F[1]4,half,20160,4,8,6
G,,4,G4,half,20160,1,9,6
Rest,,,Rest,quarter,10080,2,9,6
B,,4,B4,quarter,10080,3,9,6
B,,4,B4,quarter,10080,4,9,6
A,,4,A4,quarter,10080,5,9,6
B,,4,B4,half,20160,1,10,6
Rest,,,Rest,quarter,10080,2,10,6
B,,4,B4,quarter,10080,3,10,6
B,,4,B4,quarter,10080,4,10,6
A,,4,A4,quarter,10080,5,10,6
B,,4,B4,half,20160,1,11,6
Rest,,,Rest,quarter,10080,2,11,6
B,,4,B4,quarter,10080,3,11,6
A,,4,A4,quarter,10080,4,11,6
A,,4,A4,quarter,10080,5,11,6
G,,4,G4,eighth,5040,1,12,6
F,1,4,F[1]4,eighth,5040,2,12,6
G,,4,G4,eighth,5040,3,12,6
B,,4,B4,eighth,5040,4,12,6
A,,4,A4,quarter,10080,5,12,6
G,,4,G4,quarter,10080,6,12,6
G,,4,G4,quarter,10080,7,12,6
F,1,4,F[1]4,quarter,10080,8,12,6
G,,4,G4,whole,40320,1,13,6
Rest,,,Rest,half,20160,2,13,6
