step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,4,C4,eighth,5040,2,1,6
F,,4,F4,eighth,5040,1,2,6
E,,4,E4,eighth,5040,2,2,6
F,,4,F4,eighth,5040,3,2,6
G,,4,G4,eighth,5040,4,2,6
A,,4,A4,eighth,7560,1,3,6
G,,4,G4,16th,2520,2,3,6
F,,4,F4,quarter,10080,3,3,6
A,,4,A4,eighth,5040,1,4,6
G,,4,G4,eighth,5040,2,4,6
A,,4,A4,eighth,5040,3,4,6
B,-1,4,B[-1]4,eighth,5040,4,4,6
C,,5,C5,eighth,7560,1,5,6
B,-1,4,B[-1]4,16th,2520,2,5,6
A,,4,A4,eighth,5040,3,5,6
F,,4,F4,eighth,5040,4,5,6
F,,5,F5,quarter,10080,1,6,6
D,,5,D5,eighth,5040,2,6,6
F,,5,F5,eighth,5040,3,6,6
C,,5,C5,quarter,10080,1,7,6
Rest,,,Rest,eighth,5040,2,7,6
C,,5,C5,eighth,5040,3,7,6
D,,5,D5,eighth,5040,1,8,6
B,-1,4,B[-1]4,eighth,5040,2,8,6
G,,4,G4,eighth,5040,3,8,6
B,-1,4,B[-1]4,eighth,5040,4,8,6
C,,5,C5,eighth,5040,1,9,6
A,,4,A4,eighth,5040,2,9,6
F,,4,F4,eighth,5040,3,9,6
G,,4,G4,eighth,5040,4,9,6
A,,4,A4,eighth,5040,1,10,6
C,,5,C5,eighth,5040,2,10,6
B,-1,4,B[-1]4,eighth,5040,3,10,6
G,,4,G4,eighth,5040,4,10,6
F,,4,F4,quarter,10080,1,11,6
Rest,,,Rest,eighth,5040,2,11,6
Rest,,,Rest,eighth,5040,3,11,6
