step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
D,,4,D4,half,20160,2,1,6
D,,4,D4,whole,40320,1,2,6
D,,4,D4,half,20160,2,2,6
A,,4,A4,whole,40320,1,3,6
A,,4,A4,half,20160,2,3,6
F,0,4,F4,whole,40320,1,4,6
G,,4,G4,half,20160,2,4,6
A,,4,A4,whole,40320,1,5,6
A,,4,A4,half,20160,2,5,6
A,,4,A4,whole,40320,1,6,6
A,,4,A4,half,20160,2,6,6
C,0,5,C5,whole,40320,1,7,6
A,,4,A4,half,20160,2,7,6
F,0,4,F4,whole,40320,1,8,6
E,,4,E4,half,20160,2,8,6
F,0,4,F4,whole,40320,1,9,6
Rest,,,Rest,half,20160,2,9,6
Rest,,,Rest,half,20160,1,10,6
F,0,4,F4,half,20160,2,10,6
F,1,4,F[1]4,half,20160,3,10,6
F,1,4,F[1]4,half,20160,2,11,6
E,,4,E4,half,20160,2,12,6
D,,4,D4,half,20160,3,12,6
E,,4,E4,quarter,10080,4,12,6
D,,4,D4,quarter,10080,5,12,6
F,0,4,F4,half,20160,2,13,6
F,0,4,F4,quarter,10080,2,14,6
E,,4,E4,quarter,10080,3,14,6
D,,4,D4,whole,40320,4,14,6
C,1,4,C[1]4,half,20160,2,15,6
D,,4,D4,whole,40320,2,16,6
Rest,,,Rest,half,20160,3,16,6
Rest,,,Rest,,20160,2,17,6
Rest,,,Rest,whole,40320,2,18,6
D,,4,D4,half,20160,3,18,6
A,,4,A4,half,20160,1,19,6
A,,4,A4,half,20160,2,19,6
A,,4,A4,half,20160,3,19,6
C,0,5,C5,half,20160,1,20,6
C,1,5,C[1]5,half,20160,2,20,6
A,,4,A4,half,20160,3,20,6
F,0,4,F4,whole,40320,1,21,6
E,,4,E4,half,20160,2,21,6
F,0,4,F4,whole,40320,1,22,6
Rest,,,Rest,half,20160,2,22,6
Rest,,,Rest,half,20160,1,23,6
F,0,4,F4,half,20160,2,23,6
F,1,4,F[1]4,half,20160,3,23,6
F,1,4,F[1]4,half,20160,2,24,6
E,,4,E4,half,20160,2,25,6
D,,4,D4,half,20160,3,25,6
E,,4,E4,quarter,10080,4,25,6
D,,4,D4,quarter,10080,5,25,6
F,0,4,F4,half,20160,2,26,6
F,0,4,F4,quarter,10080,2,27,6
E,,4,E4,quarter,10080,3,27,6
D,,4,D4,whole,40320,4,27,6
C,1,4,C[1]4,half,20160,2,28,6
D,,4,D4,whole,40320,2,29,6
Rest,,,Rest,half,20160,3,29,6
Rest,,,Rest,,20160,2,30,6
Rest,,,Rest,whole,40320,2,31,6
Rest,,,Rest,half,20160,3,31,6
