step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,quarter,10080,2,1,6
G,,4,G4,half,20160,1,2,6
D,,5,D5,quarter,10080,2,2,6
F,0,5,F5,quarter,10080,3,2,6
F,0,5,F5,quarter,10080,1,3,6
E,,5,E5,quarter,10080,2,3,6
D,,5,D5,half,20160,3,3,6
A,,4,A4,whole,40320,1,4,6
G,,4,G4,half,20160,1,5,6
A,,4,A4,half,20160,2,5,6
B,-1,4,B[-1]4,half,30240,1,6,6
C,,5,C5,quarter,10080,2,6,6
A,,4,A4,half,20160,1,7,6
Rest,,,Rest,quarter,10080,2,7,6
G,,4,G4,quarter,10080,3,7,6
G,,4,G4,half,20160,1,8,6
D,,5,D5,quarter,10080,2,8,6
F,0,5,F5,quarter,10080,3,8,6
F,0,5,F5,quarter,10080,1,9,6
E,,5,E5,quarter,10080,2,9,6
D,,5,D5,half,20160,3,9,6
A,,4,A4,whole,40320,1,10,6
B,-1,4,B[-1]4,quarter,10080,1,11,6
G,,4,G4,half,20160,2,11,6
A,,4,A4,quarter,10080,3,11,6
B,-1,4,B[-1]4,half,30240,1,12,6
C,,5,C5,quarter,10080,2,12,6
A,,4,A4,half,20160,1,13,6
Rest,,,Rest,quarter,10080,2,13,6
C,,5,C5,quarter,10080,3,13,6
C,,5,C5,quarter,10080,1,14,6
C,,5,C5,quarter,10080,2,14,6
C,,5,C5,quarter,10080,3,14,6
B,-1,4,B[-1]4,quarter,10080,4,14,6
A,,4,A4,half,20160,1,15,6
G,,4,G4,half,20160,2,15,6
G,,4,G4,half,20160,1,16,6
A,,4,A4,quarter,10080,2,16,6
B,-1,4,B[-1]4,quarter,10080,3,16,6
B,,4,B4,quarter,10080,1,17,6
G,,4,G4,quarter,10080,2,17,6
F,0,4,F4,quarter,10080,3,17,6
G,,4,G4,quarter,10080,4,17,6
A,,4,A4,half,20160,1,18,6
Rest,,,Rest,quarter,10080,2,18,6
A,,4,A4,quarter,10080,3,18,6
F,0,4,F4,half,20160,1,19,6
F,1,4,F[1]4,quarter,10080,2,19,6
G,,4,G4,quarter,10080,3,19,6
G,,4,G4,quarter,10080,1,20,6
A,,4,A4,quarter,10080,2,20,6
B,-1,4,B[-1]4,half,20160,3,20,6
G,,4,G4,whole,40320,1,21,6
D,,5,D5,half,20160,1,22,6
F,0,5,F5,half,20160,2,22,6
E,,5,E5,quarter,10080,1,23,6
D,,5,D5,half,20160,2,23,6
C,,5,C5,quarter,10080,3,23,6
B,-1,4,B[-1]4,half,30240,1,24,6
A,,4,A4,eighth,5040,2,24,6
G,,4,G4,eighth,5040,3,24,6
F,1,4,F[1]4,half,20160,1,25,6
G,,4,G4,half,20160,2,25,6
B,-1,4,B[-1]4,quarter,15120,1,26,6
B,,4,B4,eighth,5040,2,26,6
B,,4,B4,quarter,10080,3,26,6
C,,5,C5,quarter,10080,4,26,6
A,,4,A4,half,20160,1,27,6
G,,4,G4,quarter,10080,2,27,6
Rest,,,Rest,quarter,10080,3,27,6
