step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
D,,4,D4,half,20160,2,1,6
D,,4,D4,half,20160,1,2,6
A,,4,A4,half,20160,2,2,6
A,,4,A4,half,20160,3,2,6
G,1,4,G[1]4,half,20160,4,2,6
A,,4,A4,whole,40320,1,3,6
Rest,,,Rest,half,20160,2,3,6
A,,4,A4,half,20160,3,3,6
A,,4,A4,half,20160,1,4,6
G,,4,G4,half,20160,2,4,6
F,0,4,F4,half,20160,3,4,6
G,,4,G4,half,20160,4,4,6
E,,4,E4,whole,40320,1,5,6
Rest,,,Rest,half,20160,2,5,6
E,,4,E4,half,20160,3,5,6
F,0,4,F4,half,20160,1,6,6
G,,4,G4,half,20160,2,6,6
A,,4,A4,half,20160,3,6,6
A,,4,A4,half,20160,4,6,6
A,,4,A4,half,20160,1,7,6
G,1,4,G[1]4,half,20160,2,7,6
A,,4,A4,half,20160,3,7,6
E,,4,E4,half,20160,4,7,6
F,0,4,F4,half,20160,1,8,6
G,,4,G4,half,20160,2,8,6
A,,4,A4,half,20160,3,8,6
A,,4,A4,half,20160,4,8,6
G,,4,G4,whole,40320,1,9,6
A,,4,A4,whole,40320,2,9,6
Rest,,,Rest,half,20160,1,10,6
A,,4,A4,half,20160,2,10,6
A,,4,A4,half,20160,3,10,6
B,-1,4,B[-1]4,half,20160,4,10,6
C,0,5,C5,half,20160,1,11,6
A,,4,A4,half,20160,2,11,6
G,,4,G4,whole,40320,3,11,6
G,,4,G4,half,20160,1,12,6
G,,4,G4,half,20160,2,12,6
A,,4,A4,half,20160,3,12,6
G,,4,G4,half,20160,4,12,6
F,0,4,F4,half,20160,1,13,6
G,,4,G4,half,20160,2,13,6
E,,4,E4,whole,40320,3,13,6
D,,4,D4,whole,60480,1,14,6
Rest,,,Rest,half,20160,2,14,6
