step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,whole,40320,2,1,6
F,,4,F4,whole,60480,1,2,6
F,,4,F4,half,20160,2,2,6
A,,4,A4,whole,40320,3,2,6
G,,4,G4,breve,80640,1,3,6
A,,4,A4,whole,40320,2,3,6
B,-1,4,B[-1]4,breve,80640,1,4,6
A,,4,A4,whole,40320,2,4,6
G,,4,G4,breve,120960,1,5,6
A,,4,A4,breve,80640,1,6,6
G,,4,G4,whole,40320,2,6,6
F,,4,F4,breve,80640,1,7,6
F,,4,F4,whole,40320,2,7,6
A,,4,A4,whole,60480,1,8,6
A,,4,A4,half,20160,2,8,6
B,-1,4,B[-1]4,whole,40320,3,8,6
C,,5,C5,breve,80640,1,9,6
C,,5,C5,whole,40320,2,9,6
G,,4,G4,breve,80640,1,10,6
A,,4,A4,whole,40320,2,10,6
B,-1,4,B[-1]4,breve,80640,1,11,6
B,-1,4,B[-1]4,whole,40320,2,11,6
A,,4,A4,breve,80640,1,12,6
B,-1,4,B[-1]4,whole,40320,2,12,6
C,,5,C5,breve,80640,1,13,6
C,,5,C5,whole,40320,2,13,6
G,,4,G4,breve,80640,1,14,6
A,,4,A4,whole,40320,2,14,6
B,-1,4,B[-1]4,breve,120960,1,15,6
A,,4,A4,breve,80640,1,16,6
G,,4,G4,whole,40320,2,16,6
F,,4,F4,breve,120960,1,17,6
A,,4,A4,breve,80640,1,18,6
B,-1,4,B[-1]4,whole,40320,2,18,6
C,,5,C5,breve,80640,1,19,6
C,,5,C5,whole,40320,2,19,6
G,,4,G4,breve,80640,1,20,6
A,,4,A4,whole,40320,2,20,6
B,-1,4,B[-1]4,breve,80640,1,21,6
B,-1,4,B[-1]4,whole,40320,2,21,6
A,,4,A4,whole,40320,1,22,6
G,,4,G4,breve,80640,2,22,6
F,,4,F4,breve,80640,1,23,6
B,-1,4,B[-1]4,whole,40320,2,23,6
A,,4,A4,whole,40320,1,24,6
G,,4,G4,breve,80640,2,24,6
F,,4,F4,breve,80640,1,25,6
Rest,,,Rest,whole,40320,2,25,6
