step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
B,-1,4,B[-1]4,half,20160,2,1,6
B,-1,4,B[-1]4,whole,40320,1,2,6
B,,4,B4,half,20160,2,2,6
A,,4,A4,whole,40320,1,3,6
A,,4,A4,half,20160,2,3,6
B,-1,4,B[-1]4,whole,40320,1,4,6
B,,4,B4,half,20160,2,4,6
A,,4,A4,whole,40320,1,5,6
A,,4,A4,half,20160,2,5,6
B,-1,4,B[-1]4,whole,40320,1,6,6
B,,4,B4,half,20160,2,6,6
C,,5,C5,whole,40320,1,7,6
B,-1,4,B[-1]4,half,20160,2,7,6
A,,4,A4,half,20160,1,8,6
G,,4,G4,half,20160,2,8,6
F,1,4,F[1]4,half,20160,3,8,6
G,,4,G4,whole,40320,1,9,6
Rest,,,Rest,half,20160,2,9,6
