step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
A,,4,A4,half,20160,2,1,6
G,0,4,G4,half,30240,1,2,6
G,1,4,G[1]4,quarter,10080,2,2,6
A,,4,A4,half,30240,3,2,6
A,,4,A4,quarter,10080,4,2,6
B,,4,B4,whole,40320,1,3,6
B,,4,B4,half,30240,2,3,6
B,,4,B4,quarter,10080,3,3,6
B,,4,B4,half,30240,1,4,6
B,,4,B4,quarter,10080,2,4,6
C,0,5,C5,half,30240,3,4,6
C,1,5,C[1]5,quarter,10080,4,4,6
B,,4,B4,whole,40320,1,5,6
A,,4,A4,half,20160,2,5,6
A,,4,A4,half,20160,3,5,6
G,0,4,G4,half,30240,1,6,6
G,1,4,G[1]4,quarter,10080,2,6,6
A,,4,A4,half,30240,3,6,6
A,,4,A4,quarter,10080,4,6,6
B,,4,B4,whole,40320,1,7,6
B,,4,B4,half,30240,2,7,6
B,,4,B4,quarter,10080,3,7,6
B,,4,B4,half,30240,1,8,6
B,,4,B4,quarter,10080,2,8,6
C,0,5,C5,half,30240,3,8,6
C,1,5,C[1]5,quarter,10080,4,8,6
B,,4,B4,whole,40320,1,9,6
A,,4,A4,whole,40320,2,9,6
A,,4,A4,whole,40320,1,10,6
E,,5,E5,whole,40320,2,10,6
D,,5,D5,half,30240,1,11,6
C,0,5,C5,quarter,10080,2,11,6
B,,4,B4,half,30240,3,11,6
B,,4,B4,quarter,10080,4,11,6
C,0,5,C5,whole,40320,1,12,6
B,,4,B4,half,30240,2,12,6
B,,4,B4,quarter,10080,3,12,6
A,,4,A4,half,30240,1,13,6
A,,4,A4,quarter,10080,2,13,6
B,,4,B4,half,30240,3,13,6
B,,4,B4,quarter,10080,4,13,6
E,,4,E4,whole,40320,1,14,6
B,,4,B4,whole,40320,2,14,6
D,,5,D5,half,30240,1,15,6
D,,5,D5,quarter,10080,2,15,6
C,0,5,C5,half,30240,3,15,6
B,,4,B4,quarter,10080,4,15,6
A,,4,A4,whole,60480,1,16,6
Rest,,,Rest,half,20160,2,16,6
