step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
D,,5,D5,quarter,10080,2,1,6
D,,5,D5,half,20160,1,2,6
D,,5,D5,half,20160,2,2,6
D,,5,D5,quarter,10080,3,2,6
D,,5,D5,quarter,10080,4,2,6
D,,5,D5,half,20160,5,2,6
E,,5,E5,half,20160,1,3,6
D,,5,D5,half,20160,2,3,6
C,,5,C5,half,20160,3,3,6
Rest,,,Rest,quarter,10080,4,3,6
B,,4,B4,quarter,10080,5,3,6
D,,5,D5,quarter,10080,1,4,6
D,,5,D5,quarter,10080,2,4,6
D,,5,D5,half,20160,3,4,6
B,,4,B4,quarter,10080,4,4,6
C,,5,C5,quarter,10080,5,4,6
D,,5,D5,quarter,10080,6,4,6
D,,5,D5,quarter,10080,7,4,6
C,,5,C5,half,20160,1,5,6
B,,4,B4,quarter,10080,2,5,6
A,,4,A4,quarter,10080,3,5,6
G,,4,G4,half,20160,4,5,6
B,,4,B4,half,20160,5,5,6
C,,5,C5,half,20160,1,6,6
B,,4,B4,half,20160,2,6,6
A,,4,A4,half,20160,3,6,6
G,,4,G4,half,20160,4,6,6
F,1,4,F[1]4,whole,40320,1,7,6
Rest,,,Rest,half,30240,2,7,6
Rest,,,Rest,quarter,10080,3,7,6
