step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,5,C5,quarter,10080,2,1,6
C,,5,C5,quarter,10080,1,2,6
B,,4,B4,quarter,10080,2,2,6
A,,4,A4,quarter,10080,3,2,6
G,,4,G4,quarter,10080,4,2,6
C,,5,C5,quarter,10080,1,3,6
C,,5,C5,quarter,10080,2,3,6
G,,4,G4,quarter,10080,3,3,6
G,,4,G4,quarter,10080,4,3,6
A,,4,A4,quarter,10080,1,4,6
A,,4,A4,quarter,10080,2,4,6
G,,4,G4,quarter,10080,3,4,6
G,,4,G4,quarter,10080,4,4,6
A,,4,A4,quarter,10080,1,5,6
A,,4,A4,quarter,10080,2,5,6
G,,4,G4,half,20160,3,5,6
F,,4,F4,quarter,10080,1,6,6
F,,4,F4,quarter,10080,2,6,6
G,,4,G4,quarter,10080,3,6,6
F,,4,F4,quarter,10080,4,6,6
E,,4,E4,quarter,10080,1,7,6
D,,4,D4,quarter,10080,2,7,6
C,,4,C4,quarter,10080,3,7,6
C,,5,C5,quarter,10080,4,7,6
C,,5,C5,quarter,10080,1,8,6
C,,5,C5,quarter,10080,2,8,6
G,,4,G4,quarter,10080,3,8,6
G,,4,G4,quarter,10080,4,8,6
A,,4,A4,quarter,10080,1,9,6
A,,4,A4,quarter,10080,2,9,6
G,,4,G4,quarter,10080,3,9,6
G,,4,G4,quarter,10080,4,9,6
C,,5,C5,quarter,10080,1,10,6
C,,5,C5,quarter,10080,2,10,6
G,,4,G4,quarter,10080,3,10,6
G,,4,G4,quarter,10080,4,10,6
A,,4,A4,quarter,10080,1,11,6
A,,4,A4,quarter,10080,2,11,6
G,,4,G4,half,20160,3,11,6
F,,4,F4,quarter,10080,1,12,6
F,,4,F4,quarter,10080,2,12,6
G,,4,G4,quarter,10080,3,12,6
F,,4,F4,quarter,10080,4,12,6
E,,4,E4,quarter,10080,1,13,6
D,,4,D4,quarter,10080,2,13,6
C,,4,C4,quarter,10080,3,13,6
C,,5,C5,quarter,10080,4,13,6
C,,5,C5,quarter,10080,1,14,6
C,,5,C5,quarter,10080,2,14,6
B,,4,B4,half,20160,3,14,6
A,,4,A4,quarter,10080,1,15,6
A,,4,A4,quarter,10080,2,15,6
G,,4,G4,half,20160,3,15,6
A,,4,A4,quarter,10080,1,16,6
A,,4,A4,quarter,10080,2,16,6
G,,4,G4,quarter,10080,3,16,6
G,,4,G4,quarter,10080,4,16,6
F,,4,F4,quarter,10080,1,17,6
F,,4,F4,quarter,10080,2,17,6
G,,4,G4,quarter,10080,3,17,6
F,,4,F4,quarter,10080,4,17,6
E,,4,E4,quarter,10080,1,18,6
D,,4,D4,quarter,10080,2,18,6
C,,4,C4,half,20160,3,18,6
C,,5,C5,quarter,10080,1,19,6
B,,4,B4,quarter,10080,2,19,6
A,,4,A4,quarter,10080,3,19,6
G,,4,G4,quarter,10080,4,19,6
C,,5,C5,half,20160,1,20,6
G,,4,G4,quarter,10080,2,20,6
G,,4,G4,quarter,10080,3,20,6
A,,4,A4,quarter,10080,1,21,6
A,,4,A4,quarter,10080,2,21,6
G,,4,G4,quarter,10080,3,21,6
G,,4,G4,quarter,10080,4,21,6
A,,4,A4,quarter,10080,1,22,6
A,,4,A4,quarter,10080,2,22,6
G,,4,G4,quarter,10080,3,22,6
G,,4,G4,quarter,10080,4,22,6
A,,4,A4,quarter,10080,1,23,6
A,,4,A4,quarter,10080,2,23,6
D,,4,D4,quarter,10080,3,23,6
D,,4,D4,quarter,10080,4,23,6
E,,4,E4,half,30240,1,24,6
Rest,,,Rest,quarter,10080,2,24,6
