step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,5,C5,half,30240,2,1,6
C,,5,C5,quarter,10080,3,1,6
C,,5,C5,half,30240,4,1,6
C,,5,C5,quarter,10080,5,1,6
C,,5,C5,half,20160,1,2,6
C,,5,C5,whole,40320,2,2,6
D,,5,D5,half,20160,3,2,6
C,,5,C5,whole,40320,1,3,6
F,,4,F4,whole,40320,2,3,6
C,,5,C5,half,30240,1,4,6
C,,5,C5,quarter,10080,2,4,6
C,,5,C5,half,30240,3,4,6
C,,5,C5,quarter,10080,4,4,6
C,,5,C5,half,20160,1,5,6
C,,5,C5,whole,40320,2,5,6
D,,5,D5,half,20160,3,5,6
C,,5,C5,whole,40320,1,6,6
F,,4,F4,whole,40320,2,6,6
Rest,,,Rest,whole,40320,1,7,6
F,,4,F4,whole,40320,2,7,6
F,,4,F4,whole,40320,1,8,6
F,,4,F4,half,20160,2,8,6
F,,4,F4,half,20160,3,8,6
F,,4,F4,half,20160,1,9,6
E,,4,E4,half,20160,2,9,6
D,,4,D4,half,20160,3,9,6
D,,4,D4,half,20160,4,9,6
C,,4,C4,breve,80640,1,10,6
Rest,,,Rest,whole,40320,1,11,6
F,,4,F4,whole,40320,2,11,6
F,,4,F4,whole,40320,1,12,6
F,,4,F4,half,20160,2,12,6
F,,4,F4,half,20160,3,12,6
F,,4,F4,half,20160,1,13,6
E,,4,E4,half,20160,2,13,6
D,,4,D4,half,20160,3,13,6
D,,4,D4,half,20160,4,13,6
C,,4,C4,breve,80640,1,14,6
F,,4,F4,whole,40320,2,15,6
C,,4,C4,half,20160,3,15,6
F,,4,F4,whole,40320,2,16,6
G,,4,G4,half,20160,3,16,6
Rest,,,Rest,half,20160,4,16,6
A,,4,A4,whole,60480,1,17,6
Rest,,,Rest,half,20160,2,17,6
G,,4,G4,whole,60480,1,18,6
F,,4,F4,half,20160,2,18,6
F,,4,F4,half,20160,2,19,6
C,,4,C4,half,20160,3,19,6
F,,4,F4,whole,40320,2,20,6
G,,4,G4,half,20160,3,20,6
Rest,,,Rest,half,20160,4,20,6
A,,4,A4,whole,40320,1,21,6
B,-1,4,B[-1]4,half,20160,2,21,6
Rest,,,Rest,half,20160,3,21,6
C,,5,C5,whole,40320,1,22,6
C,,5,C5,half,20160,2,22,6
Rest,,,Rest,half,20160,3,22,6
B,-1,4,B[-1]4,whole,40320,1,23,6
A,,4,A4,half,20160,2,23,6
Rest,,,Rest,half,20160,3,23,6
B,-1,4,B[-1]4,whole,40320,1,24,6
G,,4,G4,half,20160,2,24,6
Rest,,,Rest,half,20160,3,24,6
F,,4,F4,whole,60480,1,25,6
Rest,,,Rest,half,20160,2,25,6
F,,4,F4,whole,60480,1,26,6
Rest,,,Rest,half,20160,2,26,6
