step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
A,,4,A4,whole,40320,2,1,6
A,,4,A4,whole,40320,1,2,6
A,,4,A4,whole,40320,2,2,6
B,,4,B4,half,20160,3,2,6
B,,4,B4,half,20160,4,2,6
C,0,5,C5,whole,40320,1,3,6
C,1,5,C[1]5,half,20160,2,3,6
C,1,5,C[1]5,whole,40320,3,3,6
A,,4,A4,half,20160,4,3,6
G,,4,G4,whole,40320,1,4,6
G,,4,G4,whole,40320,2,4,6
A,,4,A4,half,20160,3,4,6
B,,4,B4,half,20160,4,4,6
C,0,5,C5,whole,60480,1,5,6
A,,4,A4,whole,60480,2,5,6
Rest,,,Rest,breve,80640,1,6,6
G,,4,G4,whole,40320,2,6,6
A,,4,A4,whole,40320,1,7,6
C,0,5,C5,whole,40320,2,7,6
B,,4,B4,half,20160,3,7,6
A,,4,A4,half,20160,4,7,6
G,,4,G4,whole,40320,1,8,6
E,,4,E4,half,20160,2,8,6
F,0,4,F4,whole,40320,3,8,6
D,,4,D4,half,20160,4,8,6
E,,4,E4,whole,40320,1,9,6
F,0,4,F4,whole,40320,2,9,6
G,,4,G4,half,20160,3,9,6
G,,4,G4,half,20160,4,9,6
Rest,,,Rest,breve,80640,1,10,6
E,,4,E4,whole,40320,2,10,6
F,0,4,F4,whole,40320,1,11,6
G,,4,G4,whole,40320,2,11,6
A,,4,A4,half,20160,3,11,6
A,,4,A4,half,20160,4,11,6
Rest,,,Rest,breve,80640,1,12,6
C,0,5,C5,whole,40320,2,12,6
B,,4,B4,whole,40320,1,13,6
A,,4,A4,whole,40320,2,13,6
G,,4,G4,whole,40320,3,13,6
F,0,4,F4,whole,40320,1,14,6
G,,4,G4,breve,80640,2,14,6
D,,4,D4,breve,80640,1,15,6
Rest,,,Rest,whole,40320,2,15,6
