step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,5,C5,whole,40320,2,1,6
D,,5,D5,half,20160,3,1,6
D,,5,D5,half,20160,4,1,6
G,,4,G4,half,20160,1,2,6
C,,5,C5,half,20160,2,2,6
A,,4,A4,half,20160,3,2,6
B,-1,4,B[-1]4,half,20160,4,2,6
B,-1,4,B[-1]4,quarter,10080,1,3,6
A,,4,A4,quarter,10080,2,3,6
G,,4,G4,quarter,10080,3,3,6
F,,4,F4,quarter,10080,4,3,6
G,,4,G4,half,20160,5,3,6
G,,4,G4,half,20160,6,3,6
F,,4,F4,breve,80640,1,4,6
Rest,,,Rest,half,20160,1,5,6
C,,5,C5,half,20160,2,5,6
C,,5,C5,half,20160,3,5,6
C,,5,C5,half,20160,4,5,6
D,,5,D5,half,30240,1,6,6
C,,5,C5,quarter,10080,2,6,6
B,-1,4,B[-1]4,half,20160,3,6,6
G,,4,G4,half,20160,4,6,6
B,-1,4,B[-1]4,half,20160,1,7,6
C,,5,C5,half,20160,2,7,6
D,,5,D5,whole,40320,3,7,6
C,,5,C5,breve,80640,1,8,6
C,,5,C5,whole,40320,1,9,6
D,,5,D5,half,20160,2,9,6
D,,5,D5,half,20160,3,9,6
A,,4,A4,half,20160,1,10,6
C,,5,C5,half,20160,2,10,6
A,,4,A4,half,20160,3,10,6
B,-1,4,B[-1]4,half,20160,4,10,6
B,-1,4,B[-1]4,quarter,10080,1,11,6
A,,4,A4,quarter,10080,2,11,6
G,,4,G4,quarter,10080,3,11,6
F,,4,F4,quarter,10080,4,11,6
G,,4,G4,half,20160,5,11,6
G,,4,G4,half,20160,6,11,6
F,,4,F4,breve,80640,1,12,6
Rest,,,Rest,half,20160,1,13,6
C,,5,C5,half,20160,2,13,6
C,,5,C5,half,20160,3,13,6
C,,5,C5,half,20160,4,13,6
D,,5,D5,half,30240,1,14,6
C,,5,C5,quarter,10080,2,14,6
B,-1,4,B[-1]4,half,20160,3,14,6
G,,4,G4,half,20160,4,14,6
B,-1,4,B[-1]4,half,20160,1,15,6
C,,5,C5,half,20160,2,15,6
D,,5,D5,whole,40320,3,15,6
C,,5,C5,breve,80640,1,16,6
Rest,,,Rest,half,20160,1,17,6
C,,5,C5,half,20160,2,17,6
D,,5,D5,half,20160,3,17,6
E,,5,E5,half,20160,4,17,6
F,,5,F5,half,30240,1,18,6
E,,5,E5,quarter,10080,2,18,6
D,,5,D5,half,20160,3,18,6
C,,5,C5,half,20160,4,18,6
D,,5,D5,whole,40320,1,19,6
Rest,,,Rest,half,20160,2,19,6
F,,5,F5,half,20160,3,19,6
C,,5,C5,half,20160,1,20,6
D,,5,D5,half,20160,2,20,6
E,,5,E5,half,30240,3,20,6
D,,5,D5,quarter,10080,4,20,6
C,,5,C5,half,20160,1,21,6
B,-1,4,B[-1]4,half,20160,2,21,6
A,,4,A4,whole,40320,3,21,6
G,,4,G4,whole,40320,1,22,6
Rest,,,Rest,half,20160,2,22,6
C,,5,C5,half,20160,3,22,6
D,,5,D5,half,20160,1,23,6
B,-1,4,B[-1]4,half,20160,2,23,6
C,,5,C5,whole,40320,3,23,6
Rest,,,Rest,half,20160,1,24,6
C,,5,C5,half,20160,2,24,6
D,,5,D5,half,20160,3,24,6
B,-1,4,B[-1]4,half,20160,4,24,6
C,,5,C5,whole,40320,1,25,6
Rest,,,Rest,half,20160,2,25,6
F,,4,F4,half,20160,3,25,6
C,,5,C5,half,20160,1,26,6
A,,4,A4,half,20160,2,26,6
F,,4,F4,half,20160,3,26,6
C,,5,C5,half,20160,4,26,6
D,,5,D5,whole,40320,1,27,6
C,,5,C5,whole,40320,2,27,6
