step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,5,C5,whole,40320,2,1,6
C,,5,C5,half,20160,1,2,6
C,,5,C5,half,20160,2,2,6
D,,5,D5,half,20160,3,2,6
C,,5,C5,half,20160,4,2,6
B,-1,4,B[-1]4,whole,40320,1,3,6
B,-1,4,B[-1]4,half,20160,2,3,6
D,,5,D5,half,20160,3,3,6
C,,5,C5,half,20160,1,4,6
A,,4,A4,half,20160,2,4,6
B,-1,4,B[-1]4,half,20160,3,4,6
G,,4,G4,half,20160,4,4,6
F,,4,F4,whole,40320,1,5,6
C,,5,C5,whole,40320,2,5,6
C,,5,C5,half,20160,1,6,6
C,,5,C5,half,20160,2,6,6
D,,5,D5,half,20160,3,6,6
C,,5,C5,half,20160,4,6,6
B,-1,4,B[-1]4,whole,40320,1,7,6
B,-1,4,B[-1]4,half,20160,2,7,6
D,,5,D5,half,20160,3,7,6
C,,5,C5,half,20160,1,8,6
A,,4,A4,half,20160,2,8,6
B,-1,4,B[-1]4,half,20160,3,8,6
G,,4,G4,half,20160,4,8,6
F,,4,F4,whole,40320,1,9,6
Rest,,,Rest,half,20160,2,9,6
B,-1,4,B[-1]4,half,20160,3,9,6
B,-1,4,B[-1]4,half,20160,1,10,6
B,-1,4,B[-1]4,half,20160,2,10,6
G,,4,G4,whole,40320,3,10,6
G,,4,G4,half,20160,1,11,6
A,,4,A4,half,20160,2,11,6
B,-1,4,B[-1]4,half,20160,3,11,6
B,-1,4,B[-1]4,half,20160,4,11,6
G,,4,G4,whole,40320,1,12,6
Rest,,,Rest,half,20160,2,12,6
A,,4,A4,half,20160,3,12,6
F,,4,F4,whole,40320,1,13,6
F,,4,F4,half,20160,2,13,6
F,,4,F4,half,20160,3,13,6
G,,4,G4,half,20160,1,14,6
A,,4,A4,half,20160,2,14,6
G,,4,G4,whole,40320,3,14,6
F,,4,F4,whole,40320,1,15,6
Rest,,,Rest,half,20160,2,15,6
F,,5,F5,half,20160,3,15,6
F,,5,F5,half,20160,1,16,6
E,,5,E5,half,20160,2,16,6
D,,5,D5,whole,40320,3,16,6
C,,5,C5,whole,40320,1,17,6
A,,4,A4,whole,40320,2,17,6
B,-1,4,B[-1]4,half,20160,1,18,6
C,,5,C5,half,20160,2,18,6
D,,5,D5,half,20160,3,18,6
B,-1,4,B[-1]4,half,20160,4,18,6
A,,4,A4,whole,60480,1,19,6
B,-1,4,B[-1]4,half,20160,2,19,6
B,-1,4,B[-1]4,half,20160,1,20,6
B,-1,4,B[-1]4,half,20160,2,20,6
G,,4,G4,whole,40320,3,20,6
G,,4,G4,half,20160,1,21,6
A,,4,A4,half,20160,2,21,6
B,-1,4,B[-1]4,half,20160,3,21,6
B,-1,4,B[-1]4,half,20160,4,21,6
G,,4,G4,whole,40320,1,22,6
Rest,,,Rest,half,20160,2,22,6
A,,4,A4,half,20160,3,22,6
F,,4,F4,whole,40320,1,23,6
F,,4,F4,half,20160,2,23,6
F,,4,F4,half,20160,3,23,6
G,,4,G4,half,20160,1,24,6
A,,4,A4,half,20160,2,24,6
G,,4,G4,whole,40320,3,24,6
F,,4,F4,whole,40320,1,25,6
Rest,,,Rest,half,20160,2,25,6
F,,5,F5,half,20160,3,25,6
F,,5,F5,half,20160,1,26,6
E,,5,E5,half,20160,2,26,6
D,,5,D5,whole,40320,3,26,6
C,,5,C5,whole,40320,1,27,6
A,,4,A4,whole,40320,2,27,6
B,-1,4,B[-1]4,half,20160,1,28,6
C,,5,C5,half,20160,2,28,6
D,,5,D5,half,20160,3,28,6
B,-1,4,B[-1]4,half,20160,4,28,6
A,,4,A4,breve,80640,1,29,6
C,,5,C5,whole,40320,1,30,6
C,,5,C5,half,20160,2,30,6
A,,4,A4,half,20160,3,30,6
B,-1,4,B[-1]4,half,20160,1,31,6
A,,4,A4,half,20160,2,31,6
G,,4,G4,whole,40320,3,31,6
F,,4,F4,whole,40320,1,32,6
Rest,,,Rest,whole,40320,2,32,6
