step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
D,,5,D5,quarter,10080,2,1,6
D,,5,D5,quarter,10080,3,1,6
D,,5,D5,quarter,10080,4,1,6
D,,5,D5,quarter,10080,1,2,6
D,,5,D5,quarter,10080,2,2,6
E,-1,5,E[-1]5,quarter,10080,3,2,6
E,,5,E5,quarter,10080,4,2,6
C,,5,C5,half,20160,1,3,6
D,,5,D5,quarter,10080,2,3,6
E,-1,5,E[-1]5,quarter,10080,3,3,6
F,0,5,F5,quarter,10080,1,4,6
G,,5,G5,quarter,10080,2,4,6
E,-1,5,E[-1]5,half,20160,3,4,6
D,,5,D5,half,20160,1,5,6
Rest,,,Rest,quarter,10080,2,5,6
D,,5,D5,quarter,10080,3,5,6
G,,5,G5,quarter,10080,1,6,6
G,,5,G5,quarter,10080,2,6,6
E,-1,5,E[-1]5,quarter,10080,3,6,6
E,,5,E5,quarter,10080,4,6,6
F,0,5,F5,quarter,10080,1,7,6
F,1,5,F[1]5,quarter,10080,2,7,6
D,,5,D5,half,20160,3,7,6
C,,5,C5,quarter,10080,1,8,6
A,,4,A4,quarter,10080,2,8,6
G,,4,G4,half,20160,3,8,6
B,-1,4,B[-1]4,quarter,10080,1,9,6
C,,5,C5,quarter,10080,2,9,6
D,,5,D5,half,20160,3,9,6
A,,4,A4,quarter,10080,1,10,6
B,-1,4,B[-1]4,quarter,10080,2,10,6
C,,5,C5,half,20160,3,10,6
G,,4,G4,quarter,10080,1,11,6
A,,4,A4,quarter,10080,2,11,6
B,,4,B4,quarter,10080,3,11,6
C,,5,C5,quarter,10080,4,11,6
A,,4,A4,quarter,15120,1,12,6
A,,4,A4,eighth,5040,2,12,6
G,,4,G4,half,20160,3,12,6
B,-1,4,B[-1]4,quarter,10080,1,13,6
C,,5,C5,quarter,10080,2,13,6
D,,5,D5,half,20160,3,13,6
A,,4,A4,quarter,10080,1,14,6
B,-1,4,B[-1]4,quarter,10080,2,14,6
C,,5,C5,half,20160,3,14,6
G,,4,G4,quarter,10080,1,15,6
A,,4,A4,quarter,10080,2,15,6
B,,4,B4,quarter,10080,3,15,6
C,,5,C5,quarter,10080,4,15,6
A,,4,A4,quarter,15120,1,16,6
A,,4,A4,eighth,5040,2,16,6
G,,4,G4,half,20160,3,16,6
G,,4,G4,quarter,10080,1,17,6
A,,4,A4,quarter,10080,2,17,6
B,-1,4,B[-1]4,quarter,10080,3,17,6
C,,5,C5,quarter,10080,4,17,6
A,,4,A4,quarter,15120,1,18,6
A,,4,A4,eighth,5040,2,18,6
G,,4,G4,half,20160,3,18,6
Rest,,,Rest,quarter,10080,1,19,6
Rest,,,Rest,half,30240,2,19,6
