step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,4,C4,whole,40320,2,1,6
C,,4,C4,whole,40320,3,1,6
B,,3,B3,half,20160,1,2,6
C,,4,C4,whole,40320,2,2,6
D,,4,D4,half,20160,3,2,6
B,,3,B3,whole,40320,1,3,6
G,,3,G3,whole,40320,2,3,6
D,,4,D4,whole,40320,1,4,6
E,,4,E4,whole,40320,2,4,6
D,,4,D4,half,20160,1,5,6
C,,4,C4,whole,40320,2,5,6
B,,3,B3,quarter,10080,3,5,6
A,,3,A3,quarter,10080,4,5,6
B,,3,B3,half,20160,1,6,6
C,,4,C4,half,20160,2,6,6
A,,3,A3,whole,40320,3,6,6
G,,3,G3,whole,40320,1,7,6
Rest,,,Rest,whole,40320,2,7,6
C,,4,C4,whole,40320,1,8,6
C,,4,C4,whole,40320,2,8,6
B,,3,B3,half,20160,1,9,6
C,,4,C4,whole,40320,2,9,6
D,,4,D4,half,20160,3,9,6
B,,3,B3,whole,40320,1,10,6
G,,3,G3,whole,40320,2,10,6
D,,4,D4,whole,40320,1,11,6
E,,4,E4,whole,40320,2,11,6
D,,4,D4,half,20160,1,12,6
C,,4,C4,whole,40320,2,12,6
B,,3,B3,quarter,10080,3,12,6
A,,3,A3,quarter,10080,4,12,6
B,,3,B3,half,20160,1,13,6
C,,4,C4,half,20160,2,13,6
A,,3,A3,whole,40320,3,13,6
G,,3,G3,whole,40320,1,14,6
Rest,,,Rest,half,20160,2,14,6
G,,4,G4,half,20160,3,14,6
F,,4,F4,half,20160,1,15,6
E,,4,E4,half,20160,2,15,6
D,,4,D4,whole,40320,3,15,6
C,,4,C4,half,20160,1,16,6
F,,4,F4,whole,40320,2,16,6
E,,4,E4,quarter,10080,3,16,6
D,,4,D4,quarter,10080,4,16,6
E,,4,E4,whole,40320,1,17,6
D,,4,D4,half,20160,2,17,6
D,,4,D4,half,20160,3,17,6
G,,4,G4,whole,40320,1,18,6
F,,4,F4,half,20160,2,18,6
E,,4,E4,half,20160,3,18,6
F,,4,F4,quarter,10080,1,19,6
D,,4,D4,quarter,10080,2,19,6
D,,4,D4,whole,40320,3,19,6
C,,4,C4,half,20160,4,19,6
D,,4,D4,whole,40320,1,20,6
Rest,,,Rest,half,20160,2,20,6
G,,3,G3,half,20160,3,20,6
C,,4,C4,half,20160,1,21,6
D,,4,D4,half,20160,2,21,6
E,,4,E4,half,20160,3,21,6
F,,4,F4,half,20160,4,21,6
G,,4,G4,whole,40320,1,22,6
D,,4,D4,whole,40320,2,22,6
F,,4,F4,whole,40320,1,23,6
E,,4,E4,whole,40320,2,23,6
D,,4,D4,half,20160,1,24,6
G,,4,G4,whole,40320,2,24,6
F,,4,F4,quarter,10080,3,24,6
E,,4,E4,quarter,10080,4,24,6
F,,4,F4,quarter,10080,1,25,6
E,,4,E4,quarter,10080,2,25,6
D,,4,D4,quarter,10080,3,25,6
C,,4,C4,quarter,10080,4,25,6
D,,4,D4,half,20160,5,25,6
D,,4,D4,half,20160,6,25,6
C,,4,C4,breve,80640,1,26,6
