step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,half,20160,2,1,6
F,,4,F4,half,20160,1,2,6
A,,4,A4,half,20160,2,2,6
G,,4,G4,half,20160,3,2,6
F,,4,F4,half,20160,4,2,6
E,,4,E4,whole,40320,1,3,6
D,,4,D4,whole,40320,2,3,6
C,,4,C4,whole,40320,2,4,6
F,,4,F4,half,20160,2,5,6
F,,4,F4,whole,40320,3,5,6
A,,4,A4,half,20160,4,5,6
G,,4,G4,whole,40320,2,6,6
F,,4,F4,whole,40320,2,7,6
Rest,,,Rest,half,20160,3,7,6
F,,4,F4,half,20160,4,7,6
F,,4,F4,half,20160,1,8,6
A,,4,A4,half,20160,2,8,6
G,,4,G4,half,20160,3,8,6
F,,4,F4,half,20160,4,8,6
E,,4,E4,whole,40320,1,9,6
D,,4,D4,whole,40320,2,9,6
C,,4,C4,whole,40320,2,10,6
F,,4,F4,half,20160,2,11,6
F,,4,F4,whole,40320,3,11,6
A,,4,A4,half,20160,4,11,6
G,,4,G4,whole,40320,2,12,6
F,,4,F4,whole,40320,2,13,6
Rest,,,Rest,half,20160,3,13,6
F,,4,F4,half,20160,4,13,6
A,,4,A4,half,20160,1,14,6
A,,4,A4,half,20160,2,14,6
B,-1,4,B[-1]4,half,20160,3,14,6
B,-1,4,B[-1]4,half,20160,4,14,6
C,,5,C5,whole,40320,1,15,6
C,,5,C5,whole,40320,2,15,6
B,-1,4,B[-1]4,whole,40320,2,16,6
C,,5,C5,half,20160,2,17,6
F,,4,F4,whole,40320,3,17,6
A,,4,A4,half,20160,4,17,6
A,,4,A4,half,20160,2,18,6
G,,4,G4,half,20160,3,18,6
F,,4,F4,whole,40320,2,19,6
Rest,,,Rest,half,20160,3,19,6
F,,4,F4,half,20160,4,19,6
A,,4,A4,half,20160,1,20,6
A,,4,A4,half,20160,2,20,6
B,-1,4,B[-1]4,half,20160,3,20,6
B,-1,4,B[-1]4,half,20160,4,20,6
C,,5,C5,whole,40320,1,21,6
F,,4,F4,whole,40320,2,21,6
Rest,,,Rest,half,20160,2,22,6
G,,4,G4,half,20160,3,22,6
A,,4,A4,half,20160,2,23,6
A,,4,A4,half,20160,3,23,6
G,,4,G4,half,20160,4,23,6
F,,4,F4,half,20160,5,23,6
E,,4,E4,whole,40320,1,24,6
D,,4,D4,whole,40320,2,24,6
C,,4,C4,whole,40320,2,25,6
F,,4,F4,half,20160,2,26,6
F,,4,F4,whole,40320,3,26,6
A,,4,A4,half,20160,4,26,6
G,,4,G4,whole,40320,2,27,6
F,,4,F4,whole,60480,2,28,6
Rest,,,Rest,half,20160,3,28,6
