step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,5,C5,half,20160,2,1,6
A,,4,A4,whole,40320,1,2,6
C,,5,C5,half,20160,2,2,6
F,,4,F4,half,20160,3,2,6
F,,4,F4,half,20160,2,3,6
C,,4,C4,half,20160,3,3,6
F,,4,F4,half,20160,2,4,6
G,,4,G4,half,20160,3,4,6
A,,4,A4,whole,40320,4,4,6
Rest,,,Rest,half,20160,1,5,6
G,,4,G4,half,20160,2,5,6
A,,4,A4,half,20160,3,5,6
B,-1,4,B[-1]4,half,20160,4,5,6
C,,5,C5,whole,40320,1,6,6
B,-1,4,B[-1]4,half,20160,2,6,6
A,,4,A4,half,20160,3,6,6
G,,4,G4,whole,40320,1,7,6
F,,4,F4,whole,40320,2,7,6
Rest,,,Rest,half,20160,2,8,6
C,,5,C5,half,20160,3,8,6
A,,4,A4,whole,40320,2,9,6
C,,5,C5,half,20160,3,9,6
F,,4,F4,half,20160,4,9,6
F,,4,F4,half,20160,2,10,6
C,,4,C4,half,20160,3,10,6
F,,4,F4,half,20160,2,11,6
G,,4,G4,half,20160,3,11,6
A,,4,A4,whole,40320,4,11,6
Rest,,,Rest,half,20160,1,12,6
G,,4,G4,half,20160,2,12,6
A,,4,A4,half,20160,3,12,6
B,-1,4,B[-1]4,half,20160,4,12,6
C,,5,C5,whole,40320,1,13,6
B,-1,4,B[-1]4,half,20160,2,13,6
A,,4,A4,half,20160,3,13,6
G,,4,G4,whole,40320,1,14,6
F,,4,F4,whole,40320,2,14,6
Rest,,,Rest,half,20160,1,15,6
D,,4,D4,half,20160,2,15,6
E,,4,E4,half,20160,3,15,6
F,,4,F4,half,20160,4,15,6
G,,4,G4,whole,40320,1,16,6
Rest,,,Rest,half,20160,2,16,6
E,,4,E4,half,20160,3,16,6
F,,4,F4,half,20160,2,17,6
G,,4,G4,half,20160,3,17,6
A,,4,A4,whole,40320,2,18,6
Rest,,,Rest,whole,40320,3,18,6
F,,4,F4,whole,40320,2,19,6
C,,5,C5,whole,40320,2,20,6
B,-1,4,B[-1]4,half,20160,3,20,6
A,,4,A4,half,20160,4,20,6
A,,4,A4,half,20160,2,21,6
F,,4,F4,half,20160,3,21,6
C,,5,C5,whole,40320,2,22,6
B,-1,4,B[-1]4,half,20160,3,22,6
A,,4,A4,half,20160,4,22,6
A,,4,A4,half,20160,2,23,6
G,,4,G4,quarter,10080,3,23,6
F,,4,F4,quarter,10080,4,23,6
G,,4,G4,half,30240,5,23,6
A,,4,A4,quarter,10080,6,23,6
B,-1,4,B[-1]4,quarter,10080,7,23,6
G,,4,G4,quarter,10080,8,23,6
C,,5,C5,whole,40320,9,23,6
B,-1,4,B[-1]4,quarter,10080,10,23,6
A,,4,A4,quarter,10080,11,23,6
G,,4,G4,whole,40320,2,24,6
F,,4,F4,whole,40320,3,24,6
F,,4,F4,whole,40320,2,25,6
