step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
B,-1,3,B[-1]3,eighth,5040,2,1,6
A,,3,A3,eighth,5040,3,1,6
B,,3,B3,eighth,5040,4,1,6
C,,4,C4,quarter,15120,1,2,6
D,,4,D4,quarter,15120,2,2,6
C,,4,C4,quarter,10080,1,3,6
B,-1,3,B[-1]3,eighth,5040,2,3,6
A,,3,A3,quarter,10080,3,3,6
A,,3,A3,eighth,5040,4,3,6
B,-1,3,B[-1]3,quarter,10080,1,4,6
A,,3,A3,eighth,5040,2,4,6
G,,3,G3,quarter,10080,3,4,6
A,,3,A3,eighth,5040,4,4,6
B,-1,3,B[-1]3,quarter,10080,1,5,6
C,,4,C4,eighth,5040,2,5,6
D,,4,D4,quarter,15120,3,5,6
Rest,,,Rest,quarter,10080,1,6,6
D,,4,D4,eighth,5040,2,6,6
E,-1,4,E[-1]4,quarter,10080,3,6,6
D,,4,D4,eighth,5040,4,6,6
C,,4,C4,quarter,15120,1,7,6
D,,4,D4,quarter,15120,2,7,6
C,,4,C4,quarter,10080,1,8,6
B,,3,B3,eighth,5040,2,8,6
C,,4,C4,quarter,15120,3,8,6
Rest,,,Rest,quarter,15120,1,9,6
Rest,,,Rest,quarter,15120,2,9,6
