step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,half,20160,2,1,6
A,,4,A4,whole,40320,1,2,6
A,,4,A4,half,20160,2,2,6
A,,4,A4,whole,40320,3,2,6
A,,4,A4,half,20160,4,2,6
B,-1,4,B[-1]4,whole,40320,1,3,6
A,,4,A4,half,20160,2,3,6
G,,4,G4,whole,40320,3,3,6
G,,4,G4,half,20160,4,3,6
A,,4,A4,whole,40320,1,4,6
A,,4,A4,half,20160,2,4,6
A,,4,A4,whole,40320,3,4,6
A,,4,A4,half,20160,4,4,6
B,-1,4,B[-1]4,whole,40320,1,5,6
G,,4,G4,half,20160,2,5,6
F,,4,F4,whole,40320,3,5,6
Rest,,,Rest,half,20160,4,5,6
