step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,whole,40320,2,1,6
A,,4,A4,half,20160,1,2,6
G,,4,G4,half,20160,2,2,6
F,0,4,F4,half,20160,3,2,6
D,,4,D4,half,20160,4,2,6
F,0,4,F4,whole,40320,1,3,6
G,,4,G4,whole,40320,2,3,6
Rest,,,Rest,half,20160,2,4,6
G,,4,G4,half,20160,3,4,6
B,-1,4,B[-1]4,whole,40320,2,5,6
B,,4,B4,half,20160,3,5,6
C,,5,C5,half,20160,4,5,6
C,,5,C5,half,20160,2,6,6
B,,4,B4,half,20160,3,6,6
A,,4,A4,whole,40320,2,7,6
G,,4,G4,whole,40320,3,7,6
G,,4,G4,whole,40320,2,8,6
A,,4,A4,half,20160,2,9,6
G,,4,G4,half,20160,3,9,6
F,0,4,F4,half,20160,4,9,6
D,,4,D4,half,20160,5,9,6
F,0,4,F4,whole,40320,1,10,6
G,,4,G4,whole,40320,2,10,6
Rest,,,Rest,half,20160,2,11,6
G,,4,G4,half,20160,3,11,6
B,-1,4,B[-1]4,whole,40320,2,12,6
B,,4,B4,half,20160,3,12,6
C,,5,C5,half,20160,4,12,6
C,,5,C5,half,20160,2,13,6
B,,4,B4,half,20160,3,13,6
A,,4,A4,whole,40320,2,14,6
G,,4,G4,whole,40320,3,14,6
Rest,,,Rest,half,20160,1,15,6
G,,4,G4,half,20160,2,15,6
A,,4,A4,half,20160,3,15,6
A,,4,A4,half,20160,4,15,6
D,,5,D5,half,20160,1,16,6
C,,5,C5,half,20160,2,16,6
B,-1,4,B[-1]4,half,20160,3,16,6
A,,4,A4,half,20160,4,16,6
B,,4,B4,whole,60480,1,17,6
A,,4,A4,quarter,10080,2,17,6
G,,4,G4,quarter,10080,3,17,6
F,0,4,F4,whole,40320,1,18,6
Rest,,,Rest,half,20160,2,18,6
G,,4,G4,half,20160,3,18,6
B,-1,4,B[-1]4,half,20160,1,19,6
A,,4,A4,half,20160,2,19,6
B,,4,B4,half,20160,3,19,6
C,,5,C5,half,20160,4,19,6
D,,5,D5,whole,40320,1,20,6
C,,5,C5,half,20160,2,20,6
B,-1,4,B[-1]4,half,20160,3,20,6
B,-1,4,B[-1]4,half,20160,2,21,6
A,,4,A4,quarter,10080,3,21,6
G,,4,G4,quarter,10080,4,21,6
F,0,4,F4,whole,40320,2,22,6
Rest,,,Rest,half,20160,3,22,6
G,,4,G4,half,20160,4,22,6
B,-1,4,B[-1]4,whole,40320,1,23,6
B,,4,B4,half,20160,2,23,6
C,,5,C5,half,20160,3,23,6
C,,5,C5,half,20160,2,24,6
B,,4,B4,half,20160,3,24,6
A,,4,A4,whole,40320,2,25,6
G,,4,G4,whole,40320,3,25,6
