step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,30240,2,1,6
G,,4,G4,quarter,10080,3,1,6
G,,4,G4,half,20160,4,1,6
G,,4,G4,half,20160,5,1,6
B,-1,4,B[-1]4,half,30240,1,2,6
B,,4,B4,quarter,10080,2,2,6
B,,4,B4,half,20160,3,2,6
B,,4,B4,half,20160,4,2,6
G,,4,G4,half,30240,1,3,6
G,,4,G4,quarter,10080,2,3,6
A,,4,A4,half,20160,3,3,6
G,,4,G4,half,20160,4,3,6
F,1,4,F[1]4,whole,40320,1,4,6
G,,4,G4,whole,40320,2,4,6
Rest,,,Rest,half,20160,1,5,6
G,,4,G4,half,20160,2,5,6
A,,4,A4,half,30240,3,5,6
B,-1,4,B[-1]4,quarter,10080,4,5,6
C,,5,C5,half,20160,1,6,6
C,,5,C5,half,20160,2,6,6
B,-1,4,B[-1]4,half,30240,3,6,6
A,,4,A4,quarter,10080,4,6,6
B,-1,4,B[-1]4,half,20160,1,7,6
B,,4,B4,half,20160,2,7,6
F,0,4,F4,half,20160,3,7,6
F,1,4,F[1]4,half,20160,4,7,6
B,-1,4,B[-1]4,half,20160,1,8,6
B,,4,B4,half,20160,2,8,6
A,,4,A4,half,20160,3,8,6
A,,4,A4,half,20160,4,8,6
B,-1,4,B[-1]4,half,30240,1,9,6
B,,4,B4,quarter,10080,2,9,6
A,,4,A4,half,20160,3,9,6
G,,4,G4,half,20160,4,9,6
A,,4,A4,half,20160,1,10,6
G,,4,G4,half,20160,2,10,6
F,1,4,F[1]4,whole,40320,3,10,6
G,,4,G4,breve,80640,1,11,6
