step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
D,,5,D5,quarter,10080,2,1,6
D,,5,D5,quarter,10080,1,2,6
B,,4,B4,quarter,10080,2,2,6
C,,5,C5,quarter,10080,3,2,6
D,,5,D5,quarter,10080,4,2,6
E,,5,E5,quarter,15120,1,3,6
D,,5,D5,eighth,5040,2,3,6
C,,5,C5,quarter,10080,3,3,6
E,,5,E5,quarter,10080,4,3,6
D,,5,D5,quarter,10080,1,4,6
C,,5,C5,quarter,10080,2,4,6
B,,4,B4,quarter,10080,3,4,6
A,,4,A4,quarter,10080,4,4,6
G,,4,G4,half,20160,1,5,6
Rest,,,Rest,quarter,10080,2,5,6
D,,5,D5,quarter,10080,3,5,6
D,,5,D5,quarter,10080,1,6,6
B,,4,B4,quarter,10080,2,6,6
C,,5,C5,quarter,10080,3,6,6
D,,5,D5,quarter,10080,4,6,6
E,,5,E5,quarter,15120,1,7,6
D,,5,D5,eighth,5040,2,7,6
C,,5,C5,quarter,10080,3,7,6
E,,5,E5,quarter,10080,4,7,6
D,,5,D5,quarter,10080,1,8,6
C,,5,C5,quarter,10080,2,8,6
B,,4,B4,quarter,10080,3,8,6
A,,4,A4,quarter,10080,4,8,6
G,,4,G4,half,20160,1,9,6
Rest,,,Rest,quarter,10080,2,9,6
B,,4,B4,quarter,10080,3,9,6
C,,5,C5,quarter,10080,1,10,6
C,,5,C5,quarter,10080,2,10,6
A,,4,A4,quarter,10080,3,10,6
B,,4,B4,quarter,10080,4,10,6
C,,5,C5,eighth,5040,1,11,6
B,,4,B4,eighth,5040,2,11,6
A,,4,A4,eighth,5040,3,11,6
G,,4,G4,eighth,5040,4,11,6
A,,4,A4,quarter,10080,5,11,6
A,,4,A4,quarter,10080,6,11,6
B,,4,B4,eighth,5040,1,12,6
A,,4,A4,eighth,5040,2,12,6
B,,4,B4,eighth,5040,3,12,6
C,,5,C5,eighth,5040,4,12,6
D,,5,D5,quarter,10080,5,12,6
B,,4,B4,quarter,10080,6,12,6
E,,5,E5,eighth,5040,1,13,6
D,,5,D5,eighth,5040,2,13,6
C,,5,C5,eighth,5040,3,13,6
B,,4,B4,eighth,5040,4,13,6
A,,4,A4,quarter,10080,5,13,6
A,,4,A4,quarter,10080,6,13,6
G,,4,G4,half,20160,1,14,6
Rest,,,Rest,quarter,10080,2,14,6
Rest,,,Rest,quarter,10080,3,14,6
