step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,quarter,10080,2,1,6
G,,4,G4,quarter,10080,1,2,6
G,,4,G4,quarter,10080,2,2,6
G,,4,G4,quarter,10080,3,2,6
D,,4,D4,half,20160,1,3,6
F,,4,F4,quarter,10080,2,3,6
E,,4,E4,quarter,10080,1,4,6
D,,4,D4,half,20160,2,4,6
C,,4,C4,half,20160,1,5,6
Rest,,,Rest,quarter,10080,2,5,6
C,,4,C4,quarter,10080,2,6,6
F,,4,F4,quarter,10080,2,7,6
C,,4,C4,quarter,10080,3,7,6
F,,4,F4,quarter,10080,4,7,6
G,,4,G4,quarter,10080,2,8,6
A,,4,A4,half,20160,2,9,6
G,,4,G4,quarter,10080,3,9,6
G,,4,G4,quarter,10080,2,10,6
A,,4,A4,quarter,10080,2,11,6
A,,4,A4,quarter,10080,3,11,6
G,,4,G4,quarter,10080,4,11,6
G,,4,G4,quarter,10080,2,12,6
A,,4,A4,half,20160,2,13,6
G,,4,G4,quarter,10080,3,13,6
G,,4,G4,quarter,10080,2,14,6
F,,4,F4,half,20160,2,15,6
A,,4,A4,quarter,10080,3,15,6
A,,4,A4,quarter,10080,2,16,6
C,,5,C5,quarter,10080,2,17,6
A,,4,A4,quarter,10080,3,17,6
C,,5,C5,quarter,10080,4,17,6
A,,4,A4,quarter,10080,2,18,6
C,,5,C5,quarter,10080,2,19,6
A,,4,A4,quarter,10080,3,19,6
C,,5,C5,quarter,10080,4,19,6
A,,4,A4,quarter,10080,2,20,6
B,-1,4,B[-1]4,half,20160,2,21,6
G,,4,G4,quarter,10080,3,21,6
G,,4,G4,quarter,10080,2,22,6
F,,4,F4,half,30240,2,23,6
