step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,breve,80640,2,1,6
A,,4,A4,whole,40320,3,1,6
B,-1,4,B[-1]4,whole,40320,4,1,6
C,,5,C5,whole,40320,1,2,6
C,,5,C5,whole,40320,2,2,6
D,,5,D5,whole,40320,3,2,6
D,,5,D5,whole,40320,4,2,6
C,,5,C5,breve,80640,1,3,6
Rest,,,Rest,whole,40320,2,3,6
F,,5,F5,whole,40320,3,3,6
E,,5,E5,whole,40320,1,4,6
D,,5,D5,whole,40320,2,4,6
C,,5,C5,whole,40320,3,4,6
B,-1,4,B[-1]4,whole,40320,4,4,6
A,,4,A4,whole,40320,1,5,6
G,,4,G4,half,20160,2,5,6
A,,4,A4,whole,40320,3,5,6
G,,4,G4,quarter,10080,4,5,6
F,,4,F4,quarter,10080,5,5,6
G,,4,G4,whole,40320,6,5,6
F,,4,F4,breve,80640,1,6,6
Rest,,,Rest,breve,80640,2,6,6
F,,4,F4,breve,80640,1,7,6
A,,4,A4,whole,40320,2,7,6
B,-1,4,B[-1]4,whole,40320,3,7,6
C,,5,C5,whole,40320,1,8,6
C,,5,C5,whole,40320,2,8,6
D,,5,D5,whole,40320,3,8,6
D,,5,D5,whole,40320,4,8,6
C,,5,C5,breve,80640,1,9,6
Rest,,,Rest,whole,40320,2,9,6
F,,5,F5,whole,40320,3,9,6
E,,5,E5,whole,40320,1,10,6
D,,5,D5,whole,40320,2,10,6
C,,5,C5,whole,40320,3,10,6
B,-1,4,B[-1]4,whole,40320,4,10,6
A,,4,A4,whole,40320,1,11,6
G,,4,G4,half,20160,2,11,6
A,,4,A4,whole,40320,3,11,6
G,,4,G4,quarter,10080,4,11,6
F,,4,F4,quarter,10080,5,11,6
G,,4,G4,whole,40320,6,11,6
F,,4,F4,breve,80640,1,12,6
Rest,,,Rest,whole,40320,2,12,6
C,,5,C5,whole,40320,3,12,6
A,,4,A4,whole,40320,1,13,6
B,-1,4,B[-1]4,whole,40320,2,13,6
C,,5,C5,whole,40320,3,13,6
D,,5,D5,whole,40320,4,13,6
C,,5,C5,half,20160,1,14,6
F,,5,F5,whole,40320,2,14,6
E,,5,E5,half,20160,3,14,6
F,,5,F5,breve,80640,4,14,6
Rest,,,Rest,whole,40320,1,15,6
F,,5,F5,whole,40320,2,15,6
C,,5,C5,whole,40320,3,15,6
D,,5,D5,whole,40320,4,15,6
A,,4,A4,whole,60480,1,16,6
G,,4,G4,half,20160,2,16,6
A,,4,A4,half,20160,3,16,6
B,-1,4,B[-1]4,half,20160,4,16,6
G,,4,G4,whole,40320,5,16,6
F,,4,F4,breve,80640,1,17,6
Rest,,,Rest,breve,80640,2,17,6
Rest,,,Rest,whole,40320,1,18,6
C,,5,C5,whole,40320,2,18,6
C,,5,C5,whole,40320,3,18,6
C,,5,C5,whole,40320,4,18,6
G,,4,G4,whole,40320,1,19,6
B,-1,4,B[-1]4,whole,40320,2,19,6
B,-1,4,B[-1]4,whole,40320,3,19,6
B,-1,4,B[-1]4,whole,40320,4,19,6
A,,4,A4,breve,80640,1,20,6
Rest,,,Rest,whole,40320,2,20,6
C,,5,C5,whole,40320,3,20,6
F,,5,F5,whole,40320,1,21,6
E,,5,E5,half,20160,2,21,6
D,,5,D5,whole,40320,3,21,6
C,,5,C5,half,20160,4,21,6
B,-1,4,B[-1]4,whole,40320,5,21,6
A,,4,A4,breve,80640,1,22,6
Rest,,,Rest,whole,40320,2,22,6
A,,4,A4,whole,40320,3,22,6
C,,5,C5,whole,40320,1,23,6
C,,5,C5,whole,40320,2,23,6
A,,4,A4,whole,40320,3,23,6
A,,4,A4,whole,40320,4,23,6
C,,5,C5,whole,40320,1,24,6
C,,5,C5,whole,40320,2,24,6
F,,4,F4,breve,80640,3,24,6
Rest,,,Rest,whole,40320,1,25,6
F,,5,F5,whole,40320,2,25,6
E,,5,E5,whole,40320,3,25,6
D,,5,D5,whole,40320,4,25,6
G,,5,G5,whole,40320,1,26,6
F,,5,F5,half,20160,2,26,6
G,,5,G5,whole,40320,3,26,6
F,,5,F5,quarter,10080,4,26,6
E,,5,E5,quarter,10080,5,26,6
D,,5,D5,whole,40320,6,26,6
C,,5,C5,breve,80640,1,27,6
Rest,,,Rest,breve,80640,2,27,6
