step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,1,6
G,,4,G4,half,20160,3,1,6
G,,4,G4,half,20160,4,1,6
D,,5,D5,whole,40320,1,2,6
E,,5,E5,half,20160,2,2,6
F,0,5,F5,half,20160,1,3,6
E,,5,E5,whole,40320,2,3,6
D,,5,D5,whole,40320,1,4,6
Rest,,,Rest,half,20160,2,4,6
C,,5,C5,half,20160,1,5,6
D,,5,D5,half,20160,2,5,6
F,0,5,F5,half,20160,3,5,6
D,,5,D5,whole,40320,1,6,6
D,,5,D5,half,20160,2,6,6
B,-1,4,B[-1]4,half,20160,1,7,6
C,,5,C5,whole,40320,2,7,6
B,-1,4,B[-1]4,whole,40320,1,8,6
Rest,,,Rest,half,20160,2,8,6
B,,4,B4,half,20160,1,9,6
D,,5,D5,half,20160,2,9,6
F,0,5,F5,half,20160,3,9,6
E,-1,5,E[-1]5,whole,40320,1,10,6
D,,5,D5,half,20160,2,10,6
C,,5,C5,half,30240,1,11,6
B,-1,4,B[-1]4,eighth,5040,2,11,6
A,,4,A4,eighth,5040,3,11,6
G,,4,G4,half,20160,4,11,6
F,0,4,F4,whole,40320,1,12,6
Rest,,,Rest,half,20160,2,12,6
D,,5,D5,half,20160,1,13,6
D,,5,D5,half,20160,2,13,6
D,,5,D5,half,20160,3,13,6
D,,5,D5,whole,40320,1,14,6
C,,5,C5,half,20160,2,14,6
B,-1,4,B[-1]4,whole,40320,1,15,6
A,,4,A4,half,20160,2,15,6
B,-1,4,B[-1]4,whole,40320,1,16,6
Rest,,,Rest,half,20160,2,16,6
B,,4,B4,half,20160,1,17,6
D,,5,D5,half,20160,2,17,6
F,0,5,F5,half,20160,3,17,6
E,-1,5,E[-1]5,whole,40320,1,18,6
C,,5,C5,half,20160,2,18,6
D,,5,D5,half,30240,1,19,6
C,,5,C5,eighth,5040,2,19,6
B,-1,4,B[-1]4,eighth,5040,3,19,6
A,,4,A4,half,20160,4,19,6
G,,4,G4,whole,40320,1,20,6
Rest,,,Rest,half,20160,2,20,6
