step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,quarter,10080,2,1,6
B,-1,4,B[-1]4,half,20160,1,2,6
B,,4,B4,half,20160,2,2,6
C,,5,C5,half,20160,3,2,6
C,,5,C5,half,20160,4,2,6
D,,5,D5,whole,40320,1,3,6
D,,5,D5,half,20160,2,3,6
Rest,,,Rest,quarter,10080,3,3,6
D,,5,D5,quarter,10080,4,3,6
G,,5,G5,half,20160,1,4,6
G,,5,G5,half,20160,2,4,6
F,0,5,F5,half,20160,3,4,6
D,,5,D5,half,20160,4,4,6
F,0,5,F5,quarter,15120,1,5,6
E,-1,5,E[-1]5,eighth,5040,2,5,6
D,,5,D5,quarter,10080,3,5,6
C,,5,C5,quarter,10080,4,5,6
B,-1,4,B[-1]4,half,20160,5,5,6
Rest,,,Rest,quarter,10080,6,5,6
B,,4,B4,quarter,10080,7,5,6
F,0,5,F5,half,30240,1,6,6
E,,5,E5,quarter,10080,2,6,6
D,,5,D5,half,20160,3,6,6
C,,5,C5,half,20160,4,6,6
B,-1,4,B[-1]4,quarter,10080,1,7,6
A,,4,A4,quarter,10080,2,7,6
G,,4,G4,half,20160,3,7,6
F,0,4,F4,half,20160,4,7,6
Rest,,,Rest,quarter,10080,5,7,6
E,-1,5,E[-1]5,quarter,10080,6,7,6
D,,5,D5,half,30240,1,8,6
C,,5,C5,quarter,10080,2,8,6
B,-1,4,B[-1]4,half,20160,3,8,6
A,,4,A4,half,20160,4,8,6
G,,4,G4,half,20160,1,9,6
C,,5,C5,half,20160,2,9,6
B,-1,4,B[-1]4,quarter,15120,3,9,6
A,,4,A4,eighth,5040,4,9,6
G,,4,G4,quarter,10080,5,9,6
F,1,4,F[1]4,quarter,10080,6,9,6
G,,4,G4,half,20160,1,10,6
A,,4,A4,half,20160,2,10,6
G,,4,G4,half,30240,3,10,6
Rest,,,Rest,quarter,10080,4,10,6
