step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
E,,4,E4,whole,40320,2,1,6
A,,4,A4,whole,40320,3,1,6
G,0,4,G4,half,20160,1,2,6
F,0,4,F4,whole,40320,2,2,6
E,,4,E4,half,20160,3,2,6
D,0,4,D4,whole,40320,1,3,6
E,,4,E4,whole,40320,2,3,6
B,,4,B4,whole,40320,1,4,6
C,0,5,C5,whole,40320,2,4,6
C,0,5,C5,half,20160,1,5,6
B,,4,B4,whole,40320,2,5,6
B,,4,B4,half,20160,3,5,6
A,,4,A4,breve,80640,1,6,6
E,,4,E4,whole,40320,1,7,6
A,,4,A4,whole,40320,2,7,6
G,0,4,G4,half,20160,1,8,6
F,0,4,F4,whole,40320,2,8,6
E,,4,E4,half,20160,3,8,6
D,0,4,D4,whole,40320,1,9,6
E,,4,E4,whole,40320,2,9,6
B,,4,B4,whole,40320,1,10,6
C,0,5,C5,whole,40320,2,10,6
C,0,5,C5,half,20160,1,11,6
B,,4,B4,whole,40320,2,11,6
B,,4,B4,half,20160,3,11,6
A,,4,A4,whole,40320,1,12,6
Rest,,,Rest,half,20160,2,12,6
C,0,5,C5,half,20160,3,12,6
B,,4,B4,half,20160,1,13,6
A,,4,A4,half,20160,2,13,6
A,,4,A4,half,20160,3,13,6
B,,4,B4,half,20160,4,13,6
C,0,5,C5,whole,40320,1,14,6
C,1,5,C[1]5,half,20160,2,14,6
G,0,4,G4,half,20160,3,14,6
A,,4,A4,half,20160,1,15,6
G,0,4,G4,half,20160,2,15,6
A,,4,A4,half,20160,3,15,6
F,0,4,F4,half,20160,4,15,6
E,,4,E4,breve,80640,1,16,6
E,,4,E4,half,20160,1,17,6
C,0,5,C5,half,20160,2,17,6
B,,4,B4,whole,40320,3,17,6
D,0,5,D5,half,20160,1,18,6
C,0,5,C5,whole,40320,2,18,6
B,,4,B4,half,20160,3,18,6
A,,4,A4,whole,40320,1,19,6
B,,4,B4,whole,40320,2,19,6
E,,4,E4,whole,40320,1,20,6
F,0,4,F4,whole,40320,2,20,6
E,,4,E4,half,20160,1,21,6
D,0,4,D4,whole,40320,2,21,6
D,1,4,D[1]4,half,20160,3,21,6
E,,4,E4,breve,80640,1,22,6
