step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,half,20160,2,1,6
F,,4,F4,half,20160,1,2,6
G,,4,G4,half,20160,2,2,6
A,,4,A4,whole,40320,3,2,6
Rest,,,Rest,half,20160,1,3,6
A,,4,A4,half,20160,2,3,6
G,,4,G4,half,20160,3,3,6
F,,4,F4,half,20160,4,3,6
B,-1,4,B[-1]4,whole,40320,1,4,6
Rest,,,Rest,half,20160,2,4,6
A,,4,A4,half,20160,3,4,6
A,,4,A4,whole,40320,1,5,6
G,,4,G4,half,20160,2,5,6
F,,4,F4,half,20160,3,5,6
E,,4,E4,half,20160,2,6,6
F,,4,F4,half,20160,3,6,6
G,,4,G4,whole,40320,2,7,6
F,,4,F4,half,20160,3,7,6
F,,4,F4,half,20160,4,7,6
F,,4,F4,half,20160,1,8,6
G,,4,G4,half,20160,2,8,6
A,,4,A4,whole,40320,3,8,6
Rest,,,Rest,half,20160,1,9,6
A,,4,A4,half,20160,2,9,6
G,,4,G4,half,20160,3,9,6
F,,4,F4,half,20160,4,9,6
B,-1,4,B[-1]4,whole,40320,1,10,6
Rest,,,Rest,half,20160,2,10,6
A,,4,A4,half,20160,3,10,6
A,,4,A4,whole,40320,1,11,6
G,,4,G4,half,20160,2,11,6
F,,4,F4,half,20160,3,11,6
E,,4,E4,half,20160,2,12,6
F,,4,F4,half,20160,3,12,6
G,,4,G4,whole,40320,2,13,6
F,,4,F4,half,20160,3,13,6
A,,4,A4,half,20160,4,13,6
G,,4,G4,whole,40320,1,14,6
F,,4,F4,half,20160,2,14,6
E,,4,E4,half,20160,3,14,6
F,,4,F4,half,20160,2,15,6
G,,4,G4,half,20160,3,15,6
F,,4,F4,half,20160,4,15,6
D,,4,D4,whole,40320,5,15,6
C,,4,C4,whole,40320,2,16,6
Rest,,,Rest,half,20160,3,16,6
F,,4,F4,half,20160,4,16,6
F,,4,F4,half,20160,1,17,6
G,,4,G4,half,20160,2,17,6
A,,4,A4,whole,40320,3,17,6
Rest,,,Rest,half,20160,1,18,6
A,,4,A4,half,20160,2,18,6
G,,4,G4,half,20160,3,18,6
F,,4,F4,half,20160,4,18,6
B,-1,4,B[-1]4,whole,40320,1,19,6
Rest,,,Rest,half,20160,2,19,6
A,,4,A4,half,20160,3,19,6
A,,4,A4,whole,40320,1,20,6
G,,4,G4,half,20160,2,20,6
F,,4,F4,half,20160,3,20,6
E,,4,E4,half,20160,2,21,6
F,,4,F4,half,20160,3,21,6
G,,4,G4,whole,40320,2,22,6
F,,4,F4,half,20160,3,22,6
Rest,,,Rest,half,20160,4,22,6
