step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,1,6
G,,4,G4,half,20160,1,2,6
B,-1,4,B[-1]4,half,20160,2,2,6
A,,4,A4,half,20160,3,2,6
G,,4,G4,half,20160,4,2,6
D,,5,D5,whole,40320,1,3,6
D,,5,D5,whole,40320,2,3,6
D,,5,D5,whole,40320,2,4,6
B,-1,4,B[-1]4,half,30240,2,5,6
C,,5,C5,quarter,10080,3,5,6
D,,5,D5,half,20160,4,5,6
D,,5,D5,half,20160,5,5,6
C,,5,C5,half,20160,2,6,6
C,,5,C5,half,20160,3,6,6
B,-1,4,B[-1]4,whole,60480,2,7,6
G,,4,G4,half,20160,3,7,6
G,,4,G4,half,20160,1,8,6
B,-1,4,B[-1]4,half,20160,2,8,6
A,,4,A4,half,20160,3,8,6
G,,4,G4,half,20160,4,8,6
D,,5,D5,whole,40320,1,9,6
D,,5,D5,whole,40320,2,9,6
D,,5,D5,whole,40320,2,10,6
B,-1,4,B[-1]4,half,30240,2,11,6
C,,5,C5,quarter,10080,3,11,6
D,,5,D5,half,20160,4,11,6
D,,5,D5,half,20160,5,11,6
C,,5,C5,half,20160,2,12,6
C,,5,C5,half,20160,3,12,6
B,-1,4,B[-1]4,whole,60480,2,13,6
B,,4,B4,half,20160,3,13,6
B,-1,4,B[-1]4,half,20160,1,14,6
D,,5,D5,half,20160,2,14,6
C,,5,C5,half,20160,3,14,6
B,,4,B4,half,20160,4,14,6
A,,4,A4,whole,40320,1,15,6
G,,4,G4,whole,40320,2,15,6
D,,5,D5,whole,40320,2,16,6
C,,5,C5,whole,40320,2,17,6
A,,4,A4,whole,40320,3,17,6
B,-1,4,B[-1]4,whole,60480,1,18,6
A,,4,A4,half,20160,2,18,6
G,,4,G4,whole,40320,2,19,6
F,0,4,F4,whole,40320,2,20,6
Rest,,,Rest,whole,40320,3,20,6
D,,5,D5,whole,40320,2,21,6
F,0,5,F5,half,20160,2,22,6
F,1,5,F[1]5,half,20160,3,22,6
E,,5,E5,half,20160,4,22,6
D,,5,D5,half,20160,5,22,6
D,,5,D5,half,20160,2,23,6
C,,5,C5,half,20160,3,23,6
D,,5,D5,whole,40320,2,24,6
B,-1,4,B[-1]4,whole,40320,3,24,6
C,,5,C5,half,20160,2,25,6
D,,5,D5,half,20160,3,25,6
B,,4,B4,half,20160,4,25,6
C,,5,C5,half,20160,5,25,6
A,,4,A4,whole,40320,6,25,6
G,,4,G4,whole,60480,2,26,6
Rest,,,Rest,half,20160,3,26,6
