step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,1,6
G,,4,G4,whole,40320,1,2,6
A,,4,A4,half,20160,2,2,6
B,,4,B4,half,20160,1,3,6
C,,5,C5,whole,40320,2,3,6
B,,4,B4,half,20160,1,4,6
A,,4,A4,whole,40320,2,4,6
G,,4,G4,whole,40320,1,5,6
G,,4,G4,half,20160,2,5,6
D,,5,D5,half,20160,1,6,6
A,,4,A4,whole,40320,2,6,6
D,,5,D5,whole,40320,1,7,6
C,1,5,C[1]5,half,20160,2,7,6
D,,5,D5,whole,60480,1,8,6
Rest,,,Rest,whole,40320,1,9,6
D,,5,D5,half,20160,2,9,6
C,,5,C5,whole,40320,1,10,6
A,,4,A4,half,20160,2,10,6
B,,4,B4,whole,40320,1,11,6
C,,5,C5,half,20160,2,11,6
D,,5,D5,whole,60480,1,12,6
C,,5,C5,whole,40320,1,13,6
B,,4,B4,quarter,10080,2,13,6
A,,4,A4,quarter,10080,3,13,6
G,,4,G4,whole,40320,1,14,6
G,,4,G4,half,20160,2,14,6
A,,4,A4,half,30240,1,15,6
B,,4,B4,quarter,10080,2,15,6
C,,5,C5,half,20160,3,15,6
D,,5,D5,whole,60480,1,16,6
D,,5,D5,half,20160,1,17,6
C,,5,C5,half,20160,2,17,6
B,,4,B4,quarter,10080,3,17,6
A,,4,A4,quarter,10080,4,17,6
G,,4,G4,half,20160,1,18,6
A,,4,A4,quarter,10080,2,18,6
B,,4,B4,quarter,10080,3,18,6
C,,5,C5,quarter,10080,4,18,6
D,,5,D5,quarter,10080,5,18,6
E,,5,E5,half,20160,1,19,6
D,,5,D5,half,30240,2,19,6
B,,4,B4,quarter,10080,3,19,6
C,,5,C5,half,20160,1,20,6
A,,4,A4,whole,40320,2,20,6
G,,4,G4,whole,40320,1,21,6
Rest,,,Rest,half,20160,2,21,6
