step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,quarter,10080,2,1,6
B,-1,4,B[-1]4,quarter,10080,1,2,6
B,,4,B4,quarter,10080,2,2,6
C,,5,C5,quarter,10080,3,2,6
C,,5,C5,quarter,10080,4,2,6
D,,5,D5,quarter,10080,1,3,6
D,,5,D5,quarter,10080,2,3,6
D,,5,D5,quarter,10080,3,3,6
F,0,5,F5,quarter,10080,4,3,6
F,1,5,F[1]5,quarter,10080,1,4,6
E,,5,E5,eighth,5040,2,4,6
D,,5,D5,eighth,5040,3,4,6
E,,5,E5,quarter,10080,4,4,6
E,,5,E5,quarter,10080,5,4,6
D,,5,D5,half,20160,1,5,6
Rest,,,Rest,quarter,10080,2,5,6
B,-1,4,B[-1]4,quarter,10080,3,5,6
A,,4,A4,quarter,10080,1,6,6
B,-1,4,B[-1]4,quarter,10080,2,6,6
A,,4,A4,quarter,10080,3,6,6
A,,4,A4,quarter,10080,4,6,6
G,,4,G4,half,30240,1,7,6
G,,5,G5,quarter,10080,2,7,6
G,,5,G5,quarter,10080,1,8,6
F,0,5,F5,quarter,10080,2,8,6
E,,5,E5,quarter,10080,3,8,6
E,,5,E5,quarter,10080,4,8,6
D,,5,D5,half,20160,1,9,6
Rest,,,Rest,quarter,10080,2,9,6
D,,5,D5,quarter,10080,3,9,6
G,,5,G5,half,20160,1,10,6
G,,5,G5,half,20160,2,10,6
F,0,5,F5,half,20160,1,11,6
D,,5,D5,half,20160,2,11,6
F,0,5,F5,half,20160,1,12,6
E,-1,5,E[-1]5,half,20160,2,12,6
D,,5,D5,half,20160,1,13,6
Rest,,,Rest,quarter,10080,2,13,6
F,0,5,F5,quarter,10080,3,13,6
D,,5,D5,quarter,10080,1,14,6
D,,5,D5,quarter,10080,2,14,6
D,,5,D5,quarter,10080,3,14,6
B,-1,4,B[-1]4,quarter,10080,4,14,6
D,,5,D5,quarter,10080,1,15,6
D,,5,D5,quarter,10080,2,15,6
D,,5,D5,quarter,10080,3,15,6
G,,4,G4,quarter,10080,4,15,6
C,,5,C5,quarter,10080,1,16,6
B,-1,4,B[-1]4,quarter,10080,2,16,6
A,,4,A4,quarter,10080,3,16,6
A,,4,A4,quarter,10080,4,16,6
G,,4,G4,half,20160,1,17,6
Rest,,,Rest,quarter,10080,2,17,6
G,,4,G4,quarter,10080,3,17,6
B,-1,4,B[-1]4,quarter,10080,1,18,6
B,,4,B4,quarter,10080,2,18,6
C,,5,C5,quarter,10080,3,18,6
C,,5,C5,quarter,10080,4,18,6
D,,5,D5,quarter,10080,1,19,6
D,,5,D5,quarter,10080,2,19,6
D,,5,D5,quarter,10080,3,19,6
F,0,5,F5,quarter,10080,4,19,6
F,1,5,F[1]5,quarter,10080,1,20,6
E,,5,E5,eighth,5040,2,20,6
D,,5,D5,eighth,5040,3,20,6
E,,5,E5,quarter,10080,4,20,6
E,,5,E5,quarter,10080,5,20,6
D,,5,D5,half,20160,1,21,6
Rest,,,Rest,quarter,10080,2,21,6
B,-1,4,B[-1]4,quarter,10080,3,21,6
A,,4,A4,quarter,10080,1,22,6
B,-1,4,B[-1]4,quarter,10080,2,22,6
A,,4,A4,quarter,10080,3,22,6
A,,4,A4,quarter,10080,4,22,6
G,,4,G4,half,30240,1,23,6
G,,5,G5,quarter,10080,2,23,6
G,,5,G5,quarter,10080,1,24,6
F,0,5,F5,quarter,10080,2,24,6
E,,5,E5,quarter,10080,3,24,6
E,,5,E5,quarter,10080,4,24,6
D,,5,D5,half,20160,1,25,6
Rest,,,Rest,quarter,10080,2,25,6
D,,5,D5,quarter,10080,3,25,6
G,,5,G5,half,20160,1,26,6
G,,5,G5,half,20160,2,26,6
F,0,5,F5,half,20160,1,27,6
D,,5,D5,half,20160,2,27,6
F,0,5,F5,half,20160,1,28,6
E,-1,5,E[-1]5,half,20160,2,28,6
D,,5,D5,half,20160,1,29,6
Rest,,,Rest,quarter,10080,2,29,6
F,0,5,F5,quarter,10080,3,29,6
D,,5,D5,quarter,10080,1,30,6
D,,5,D5,quarter,10080,2,30,6
D,,5,D5,quarter,10080,3,30,6
B,-1,4,B[-1]4,quarter,10080,4,30,6
D,,5,D5,quarter,10080,1,31,6
D,,5,D5,quarter,10080,2,31,6
D,,5,D5,quarter,10080,3,31,6
G,,4,G4,quarter,10080,4,31,6
C,,5,C5,quarter,10080,1,32,6
B,-1,4,B[-1]4,quarter,10080,2,32,6
A,,4,A4,quarter,10080,3,32,6
A,,4,A4,quarter,10080,4,32,6
G,,4,G4,half,20160,1,33,6
Rest,,,Rest,half,20160,2,33,6
G,,5,G5,half,20160,1,34,6
G,,5,G5,quarter,10080,2,34,6
G,,5,G5,quarter,10080,3,34,6
F,0,5,F5,half,20160,1,35,6
E,-1,5,E[-1]5,half,20160,2,35,6
D,,5,D5,quarter,10080,1,36,6
D,,5,D5,quarter,10080,2,36,6
D,,5,D5,half,20160,3,36,6
C,,5,C5,quarter,10080,1,37,6
C,,5,C5,quarter,10080,2,37,6
C,,5,C5,half,20160,3,37,6
B,-1,4,B[-1]4,half,20160,1,38,6
B,,4,B4,half,20160,2,38,6
F,0,5,F5,quarter,10080,1,39,6
F,1,5,F[1]5,quarter,10080,2,39,6
F,1,5,F[1]5,half,20160,3,39,6
D,,5,D5,half,20160,1,40,6
D,,5,D5,quarter,10080,2,40,6
D,,5,D5,quarter,10080,3,40,6
C,,5,C5,quarter,10080,1,41,6
C,,5,C5,quarter,10080,2,41,6
C,,5,C5,half,20160,3,41,6
B,-1,4,B[-1]4,quarter,10080,1,42,6
B,,4,B4,quarter,10080,2,42,6
B,,4,B4,quarter,10080,3,42,6
B,,4,B4,quarter,10080,4,42,6
C,,5,C5,quarter,10080,1,43,6
B,-1,4,B[-1]4,quarter,10080,2,43,6
A,,4,A4,quarter,10080,3,43,6
A,,4,A4,quarter,10080,4,43,6
G,,4,G4,half,20160,1,44,6
B,-1,4,B[-1]4,half,20160,2,44,6
C,,5,C5,quarter,15120,1,45,6
C,,5,C5,eighth,5040,2,45,6
G,,4,G4,quarter,10080,3,45,6
A,,4,A4,quarter,10080,4,45,6
B,-1,4,B[-1]4,quarter,15120,1,46,6
C,,5,C5,eighth,5040,2,46,6
D,,5,D5,quarter,15120,3,46,6
E,-1,5,E[-1]5,eighth,5040,4,46,6
F,0,5,F5,half,30240,1,47,6
E,-1,5,E[-1]5,quarter,10080,2,47,6
D,,5,D5,quarter,10080,1,48,6
C,,5,C5,quarter,10080,2,48,6
B,-1,4,B[-1]4,quarter,10080,3,48,6
A,,4,A4,quarter,10080,4,48,6
G,,4,G4,half,30240,1,49,6
Rest,,,Rest,quarter,10080,2,49,6
