step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,breve,80640,2,1,6
B,,4,B4,whole,40320,1,2,6
A,,4,A4,whole,40320,2,2,6
B,,4,B4,whole,40320,1,3,6
C,,5,C5,whole,40320,2,3,6
D,,5,D5,whole,40320,1,4,6
Rest,,,Rest,half,20160,2,4,6
E,,5,E5,half,20160,3,4,6
D,,5,D5,whole,40320,1,5,6
B,,4,B4,whole,40320,2,5,6
G,,4,G4,breve,80640,1,6,6
G,,4,G4,breve,80640,1,7,6
B,,4,B4,whole,40320,1,8,6
A,,4,A4,whole,40320,2,8,6
B,,4,B4,whole,40320,1,9,6
C,,5,C5,whole,40320,2,9,6
D,,5,D5,whole,40320,1,10,6
Rest,,,Rest,half,20160,2,10,6
E,,5,E5,half,20160,3,10,6
D,,5,D5,whole,40320,1,11,6
B,,4,B4,whole,40320,2,11,6
G,,4,G4,whole,40320,1,12,6
D,,5,D5,whole,40320,2,12,6
B,,4,B4,whole,40320,1,13,6
A,,4,A4,whole,40320,2,13,6
G,,4,G4,whole,40320,1,14,6
D,,4,D4,whole,40320,2,14,6
A,,4,A4,half,20160,1,15,6
B,,4,B4,half,20160,2,15,6
C,,5,C5,half,20160,3,15,6
B,,4,B4,half,20160,4,15,6
G,,4,G4,breve,80640,1,16,6
