step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,half,20160,2,1,6
F,,4,F4,half,20160,1,2,6
G,,4,G4,half,20160,2,2,6
A,,4,A4,half,20160,3,2,6
C,,5,C5,half,20160,4,2,6
B,-1,4,B[-1]4,quarter,10080,1,3,6
B,-1,4,B[-1]4,quarter,10080,2,3,6
A,,4,A4,half,20160,3,3,6
G,,4,G4,half,20160,4,3,6
G,,4,G4,half,20160,5,3,6
F,,4,F4,whole,40320,1,4,6
Rest,,,Rest,half,20160,2,4,6
F,,4,F4,half,20160,3,4,6
C,,5,C5,half,20160,1,5,6
D,,5,D5,half,20160,2,5,6
E,,5,E5,half,20160,3,5,6
C,,5,C5,half,20160,4,5,6
F,,5,F5,whole,40320,1,6,6
D,,5,D5,whole,40320,2,6,6
C,,5,C5,whole,40320,1,7,6
Rest,,,Rest,whole,40320,2,7,6
F,,4,F4,whole,40320,1,8,6
C,,5,C5,half,20160,2,8,6
F,,5,F5,half,20160,3,8,6
E,,5,E5,half,30240,1,9,6
D,,5,D5,quarter,10080,2,9,6
C,,5,C5,half,20160,3,9,6
D,,5,D5,half,20160,4,9,6
C,,5,C5,half,30240,1,10,6
B,-1,4,B[-1]4,quarter,10080,2,10,6
A,,4,A4,whole,40320,3,10,6
Rest,,,Rest,half,20160,1,11,6
D,,5,D5,half,20160,2,11,6
C,,5,C5,half,30240,3,11,6
B,-1,4,B[-1]4,quarter,10080,4,11,6
A,,4,A4,half,20160,1,12,6
F,,4,F4,half,20160,2,12,6
G,,4,G4,half,20160,3,12,6
C,,5,C5,half,20160,4,12,6
D,,5,D5,quarter,10080,1,13,6
B,-1,4,B[-1]4,quarter,10080,2,13,6
A,,4,A4,half,20160,3,13,6
G,,4,G4,half,20160,4,13,6
G,,4,G4,half,20160,5,13,6
F,,4,F4,whole,60480,1,14,6
Rest,,,Rest,half,20160,2,14,6
