step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,1,6
G,,4,G4,half,20160,1,2,6
G,,4,G4,half,20160,2,2,6
G,,4,G4,half,20160,3,2,6
D,,4,D4,half,20160,4,2,6
G,,4,G4,half,30240,1,3,6
A,,4,A4,quarter,10080,2,3,6
B,-1,4,B[-1]4,half,20160,3,3,6
C,,5,C5,half,20160,4,3,6
D,,5,D5,quarter,10080,1,4,6
B,-1,4,B[-1]4,quarter,10080,2,4,6
A,,4,A4,quarter,10080,3,4,6
G,,4,G4,quarter,10080,4,4,6
A,,4,A4,half,20160,5,4,6
A,,4,A4,half,20160,6,4,6
G,,4,G4,whole,40320,1,5,6
Rest,,,Rest,half,20160,2,5,6
G,,4,G4,half,20160,3,5,6
A,,4,A4,half,20160,1,6,6
A,,4,A4,half,20160,2,6,6
D,,5,D5,half,20160,3,6,6
A,,4,A4,half,20160,4,6,6
B,-1,4,B[-1]4,whole,40320,1,7,6
A,,4,A4,quarter,10080,2,7,6
G,,4,G4,quarter,10080,3,7,6
C,,5,C5,half,20160,4,7,6
A,,4,A4,whole,40320,1,8,6
Rest,,,Rest,half,20160,2,8,6
G,,4,G4,half,20160,3,8,6
G,,4,G4,half,20160,1,9,6
G,,4,G4,half,20160,2,9,6
G,,4,G4,half,20160,3,9,6
D,,4,D4,half,20160,4,9,6
G,,4,G4,half,30240,1,10,6
A,,4,A4,quarter,10080,2,10,6
B,-1,4,B[-1]4,half,20160,3,10,6
C,,5,C5,half,20160,4,10,6
D,,5,D5,quarter,10080,1,11,6
B,-1,4,B[-1]4,quarter,10080,2,11,6
A,,4,A4,quarter,10080,3,11,6
G,,4,G4,quarter,10080,4,11,6
A,,4,A4,half,20160,5,11,6
A,,4,A4,half,20160,6,11,6
G,,4,G4,whole,40320,1,12,6
Rest,,,Rest,half,20160,2,12,6
G,,4,G4,half,20160,3,12,6
A,,4,A4,half,20160,1,13,6
A,,4,A4,half,20160,2,13,6
D,,5,D5,half,20160,3,13,6
A,,4,A4,half,20160,4,13,6
B,-1,4,B[-1]4,whole,40320,1,14,6
A,,4,A4,quarter,10080,2,14,6
G,,4,G4,quarter,10080,3,14,6
C,,5,C5,half,20160,4,14,6
A,,4,A4,whole,40320,1,15,6
Rest,,,Rest,half,20160,2,15,6
A,,4,A4,half,20160,3,15,6
B,-1,4,B[-1]4,half,20160,1,16,6
A,,4,A4,half,20160,2,16,6
D,,5,D5,half,30240,3,16,6
C,,5,C5,quarter,10080,4,16,6
B,-1,4,B[-1]4,half,20160,1,17,6
A,,4,A4,half,20160,2,17,6
G,,4,G4,half,20160,3,17,6
A,,4,A4,half,20160,4,17,6
F,0,4,F4,half,20160,1,18,6
G,,4,G4,half,20160,2,18,6
A,,4,A4,half,30240,3,18,6
G,,4,G4,quarter,10080,4,18,6
F,0,4,F4,half,20160,1,19,6
E,,4,E4,quarter,10080,2,19,6
D,,4,D4,quarter,10080,3,19,6
E,,4,E4,whole,40320,4,19,6
D,,4,D4,whole,40320,1,20,6
Rest,,,Rest,half,20160,2,20,6
D,,4,D4,half,20160,3,20,6
G,,4,G4,half,20160,1,21,6
F,1,4,F[1]4,half,20160,2,21,6
G,,4,G4,whole,40320,3,21,6
Rest,,,Rest,half,20160,1,22,6
A,,4,A4,half,20160,2,22,6
B,-1,4,B[-1]4,half,20160,3,22,6
A,,4,A4,half,20160,4,22,6
G,,4,G4,whole,40320,1,23,6
Rest,,,Rest,half,20160,2,23,6
D,,5,D5,half,20160,3,23,6
D,,5,D5,half,20160,1,24,6
D,,5,D5,half,20160,2,24,6
A,,4,A4,half,20160,3,24,6
D,,5,D5,half,20160,4,24,6
C,,5,C5,half,20160,1,25,6
B,-1,4,B[-1]4,half,20160,2,25,6
C,,5,C5,half,20160,3,25,6
A,,4,A4,half,20160,4,25,6
G,,4,G4,whole,40320,1,26,6
Rest,,,Rest,half,20160,2,26,6
D,,5,D5,half,20160,3,26,6
B,-1,4,B[-1]4,half,20160,1,27,6
A,,4,A4,half,20160,2,27,6
G,,4,G4,half,20160,3,27,6
D,,4,D4,half,20160,4,27,6
G,,4,G4,half,30240,1,28,6
A,,4,A4,quarter,10080,2,28,6
B,-1,4,B[-1]4,half,20160,3,28,6
C,,5,C5,half,20160,4,28,6
D,,5,D5,quarter,10080,1,29,6
B,-1,4,B[-1]4,quarter,10080,2,29,6
A,,4,A4,quarter,10080,3,29,6
G,,4,G4,quarter,10080,4,29,6
A,,4,A4,whole,40320,5,29,6
G,,4,G4,whole,60480,1,30,6
Rest,,,Rest,half,20160,2,30,6
