step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
D,,5,D5,eighth,5040,2,1,6
B,-1,4,B[-1]4,quarter,10080,1,2,6
A,,4,A4,eighth,5040,2,2,6
G,,4,G4,quarter,10080,3,2,6
F,0,4,F4,eighth,5040,4,2,6
G,,4,G4,quarter,10080,1,3,6
A,,4,A4,eighth,5040,2,3,6
B,-1,4,B[-1]4,quarter,10080,3,3,6
D,,5,D5,eighth,5040,4,3,6
B,-1,4,B[-1]4,quarter,10080,1,4,6
A,,4,A4,eighth,5040,2,4,6
G,,4,G4,quarter,10080,3,4,6
F,0,4,F4,eighth,5040,4,4,6
G,,4,G4,quarter,10080,1,5,6
A,,4,A4,eighth,5040,2,5,6
B,-1,4,B[-1]4,quarter,10080,3,5,6
B,,4,B4,16th,2520,4,5,6
C,,5,C5,16th,2520,5,5,6
D,,5,D5,quarter,10080,1,6,6
D,,5,D5,eighth,5040,2,6,6
D,,5,D5,eighth,5040,3,6,6
E,-1,5,E[-1]5,eighth,5040,4,6,6
D,,5,D5,eighth,5040,5,6,6
D,,5,D5,quarter,15120,1,7,6
C,,5,C5,quarter,10080,2,7,6
A,,4,A4,16th,2520,3,7,6
B,-1,4,B[-1]4,16th,2520,4,7,6
C,,5,C5,quarter,10080,1,8,6
C,,5,C5,eighth,5040,2,8,6
C,,5,C5,eighth,5040,3,8,6
D,,5,D5,eighth,5040,4,8,6
C,,5,C5,eighth,5040,5,8,6
C,,5,C5,quarter,15120,1,9,6
B,-1,4,B[-1]4,quarter,10080,2,9,6
B,,4,B4,16th,2520,3,9,6
A,,4,A4,16th,2520,4,9,6
G,,4,G4,quarter,10080,1,10,6
D,,5,D5,16th,2520,2,10,6
C,,5,C5,16th,2520,3,10,6
B,-1,4,B[-1]4,eighth,7560,4,10,6
C,,5,C5,16th,2520,5,10,6
A,,4,A4,16th,2520,6,10,6
B,,4,B4,16th,2520,7,10,6
G,,4,G4,quarter,15120,1,11,6
Rest,,,Rest,quarter,10080,2,11,6
Rest,,,Rest,eighth,5040,3,11,6
